X = 0.734
Y = 0.25
Z = 0.016
mu = 0.601142
Radius,Density,Temp,Mass,Lum,OptD,Pres
0,0,0,0,0,0,0
1e-10,200000,1.8e+06,1e-10,1e-10,1e-10,2.05495e+16
50061.7,200000,1.8e+06,1.98709e+20,2.88599e+14,1.33364e+12,2.05495e+16
110062,199999,1.8e+06,1.66233e+21,2.4143e+15,2.70731e+12,2.05494e+16
160062,199998,1.79999e+06,5.69371e+21,8.26922e+15,4.08097e+12,2.05492e+16
220062,199997,1.79998e+06,1.35957e+22,1.97453e+16,5.45464e+12,2.05489e+16
280062,199995,1.79998e+06,2.40772e+22,3.49672e+16,6.59936e+12,2.05486e+16
340062,199992,1.79997e+06,4.24587e+22,6.16612e+16,7.97301e+12,2.05481e+16
400062,199989,1.79995e+06,6.84017e+22,9.93345e+16,9.34667e+12,2.05476e+16
460062,199986,1.79994e+06,1.03209e+23,1.49877e+17,1.07203e+13,2.0547e+16
520062,199982,1.79992e+06,1.48182e+23,2.15178e+17,1.2094e+13,2.05463e+16
580062,199977,1.7999e+06,2.04623e+23,2.97127e+17,1.34676e+13,2.05455e+16
640062,199972,1.79988e+06,2.73835e+23,3.97609e+17,1.48412e+13,2.05446e+16
700062,199967,1.79986e+06,3.57119e+23,5.18513e+17,1.62148e+13,2.05436e+16
760062,199961,1.79983e+06,4.55777e+23,6.61722e+17,1.75884e+13,2.05426e+16
820062,199954,1.79981e+06,5.7111e+23,8.2912e+17,1.8962e+13,2.05415e+16
880062,199947,1.79978e+06,7.04418e+23,1.02259e+18,2.03356e+13,2.05403e+16
940062,199940,1.79975e+06,8.57003e+23,1.24401e+18,2.17092e+13,2.0539e+16
1.00006e+06,199932,1.79971e+06,1.03017e+24,1.49527e+18,2.30827e+13,2.05376e+16
1.06006e+06,199924,1.79968e+06,1.19112e+24,1.72879e+18,2.42273e+13,2.05364e+16
1.12006e+06,199915,1.79965e+06,1.40539e+24,2.03961e+18,2.56009e+13,2.05348e+16
1.18006e+06,199905,1.79961e+06,1.64391e+24,2.38558e+18,2.69744e+13,2.05332e+16
1.24006e+06,199895,1.79957e+06,1.90799e+24,2.76856e+18,2.83479e+13,2.05315e+16
1.30006e+06,199885,1.79952e+06,2.19893e+24,3.19043e+18,2.97213e+13,2.05297e+16
1.36006e+06,199874,1.79948e+06,2.51803e+24,3.65305e+18,3.10948e+13,2.05278e+16
1.42006e+06,199863,1.79943e+06,2.86657e+24,4.1583e+18,3.24682e+13,2.05259e+16
1.48006e+06,199851,1.79938e+06,3.24587e+24,4.70802e+18,3.38417e+13,2.05238e+16
1.54006e+06,199839,1.79933e+06,3.65722e+24,5.30409e+18,3.5215e+13,2.05217e+16
1.60006e+06,199826,1.79928e+06,4.10191e+24,5.94835e+18,3.65884e+13,2.05195e+16
1.66006e+06,199813,1.79922e+06,4.58124e+24,6.64267e+18,3.79618e+13,2.05172e+16
1.72006e+06,199799,1.79917e+06,5.0965e+24,7.38889e+18,3.93351e+13,2.05148e+16
1.78006e+06,199785,1.79911e+06,5.64899e+24,8.18885e+18,4.07084e+13,2.05124e+16
1.84006e+06,199770,1.79905e+06,6.24e+24,9.04442e+18,4.20817e+13,2.05098e+16
1.90006e+06,199755,1.79898e+06,6.87083e+24,9.95742e+18,4.34549e+13,2.05072e+16
1.96006e+06,199739,1.79892e+06,7.54277e+24,1.09297e+19,4.48281e+13,2.05045e+16
2.02006e+06,199723,1.79885e+06,8.25711e+24,1.19631e+19,4.62013e+13,2.05017e+16
2.08006e+06,199706,1.79878e+06,9.01514e+24,1.30594e+19,4.75745e+13,2.04988e+16
2.14006e+06,199689,1.79871e+06,9.81816e+24,1.42205e+19,4.89476e+13,2.04958e+16
2.20006e+06,199671,1.79864e+06,1.06674e+25,1.54482e+19,5.03207e+13,2.04927e+16
2.26006e+06,199653,1.79856e+06,1.15643e+25,1.67443e+19,5.16938e+13,2.04896e+16
2.32006e+06,199634,1.79848e+06,1.251e+25,1.81106e+19,5.30668e+13,2.04864e+16
2.38006e+06,199615,1.79841e+06,1.35058e+25,1.9549e+19,5.44398e+13,2.04831e+16
2.44006e+06,199596,1.79832e+06,1.45531e+25,2.10612e+19,5.58128e+13,2.04797e+16
2.50006e+06,199576,1.79824e+06,1.56531e+25,2.2649e+19,5.71857e+13,2.04762e+16
2.56006e+06,199555,1.79816e+06,1.6807e+25,2.43143e+19,5.85586e+13,2.04727e+16
2.62006e+06,199534,1.79807e+06,1.80163e+25,2.60588e+19,5.99315e+13,2.0469e+16
2.68006e+06,199512,1.79798e+06,1.92821e+25,2.78844e+19,6.13043e+13,2.04653e+16
2.74006e+06,199490,1.79789e+06,2.06057e+25,2.97928e+19,6.26771e+13,2.04615e+16
2.80006e+06,199468,1.79779e+06,2.19885e+25,3.17857e+19,6.40498e+13,2.04576e+16
2.86006e+06,199445,1.7977e+06,2.34317e+25,3.3865e+19,6.54225e+13,2.04536e+16
2.92006e+06,199421,1.7976e+06,2.49366e+25,3.60325e+19,6.67952e+13,2.04496e+16
2.98006e+06,199397,1.7975e+06,2.65044e+25,3.82898e+19,6.81678e+13,2.04454e+16
3.04006e+06,199373,1.7974e+06,2.81365e+25,4.06389e+19,6.95404e+13,2.04412e+16
3.10006e+06,199348,1.79729e+06,2.98341e+25,4.30813e+19,7.09129e+13,2.04369e+16
3.16006e+06,199322,1.79719e+06,3.15985e+25,4.56188e+19,7.22854e+13,2.04325e+16
3.22006e+06,199296,1.79708e+06,3.3431e+25,4.82533e+19,7.36578e+13,2.0428e+16
3.28006e+06,199270,1.79697e+06,3.53328e+25,5.09864e+19,7.50302e+13,2.04235e+16
3.34006e+06,199243,1.79686e+06,3.73052e+25,5.38199e+19,7.64026e+13,2.04188e+16
3.40006e+06,199216,1.79675e+06,3.93496e+25,5.67555e+19,7.77749e+13,2.04141e+16
3.46006e+06,199188,1.79663e+06,4.1467e+25,5.97948e+19,7.91471e+13,2.04093e+16
3.52006e+06,199159,1.79651e+06,4.36589e+25,6.29397e+19,8.05193e+13,2.04044e+16
3.58006e+06,199131,1.79639e+06,4.59265e+25,6.61918e+19,8.18914e+13,2.03994e+16
3.64006e+06,199101,1.79627e+06,4.8271e+25,6.95529e+19,8.32635e+13,2.03944e+16
3.70006e+06,199071,1.79615e+06,5.06938e+25,7.30246e+19,8.46356e+13,2.03892e+16
3.76006e+06,199041,1.79602e+06,5.31961e+25,7.66085e+19,8.60076e+13,2.0384e+16
3.82006e+06,199010,1.79589e+06,5.57791e+25,8.03065e+19,8.73795e+13,2.03787e+16
3.88006e+06,198979,1.79576e+06,5.84441e+25,8.41201e+19,8.87514e+13,2.03733e+16
3.94006e+06,198947,1.79563e+06,6.11924e+25,8.8051e+19,9.01232e+13,2.03678e+16
4.00006e+06,198915,1.7955e+06,6.40252e+25,9.2101e+19,9.1495e+13,2.03623e+16
4.06006e+06,198883,1.79536e+06,6.69438e+25,9.62716e+19,9.28667e+13,2.03566e+16
4.12006e+06,198849,1.79522e+06,6.99494e+25,1.00564e+20,9.42383e+13,2.03509e+16
4.18006e+06,198816,1.79508e+06,7.30434e+25,1.04981e+20,9.56099e+13,2.03451e+16
4.23006e+06,198787,1.79497e+06,7.569e+25,1.08758e+20,9.67528e+13,2.03402e+16
4.29006e+06,198753,1.79482e+06,7.89491e+25,1.13406e+20,9.81243e+13,2.03343e+16
4.35006e+06,198718,1.79468e+06,8.23e+25,1.18183e+20,9.94957e+13,2.03282e+16
4.41006e+06,198682,1.79453e+06,8.5744e+25,1.2309e+20,1.00867e+14,2.03221e+16
4.47006e+06,198646,1.79438e+06,8.92823e+25,1.28128e+20,1.02238e+14,2.03159e+16
4.53006e+06,198610,1.79423e+06,9.29162e+25,1.333e+20,1.0361e+14,2.03096e+16
4.59006e+06,198573,1.79407e+06,9.6647e+25,1.38607e+20,1.04981e+14,2.03033e+16
4.65006e+06,198536,1.79392e+06,1.00476e+26,1.4405e+20,1.06352e+14,2.02968e+16
4.71006e+06,198498,1.79376e+06,1.04404e+26,1.49632e+20,1.07723e+14,2.02903e+16
4.77006e+06,198459,1.7936e+06,1.08433e+26,1.55353e+20,1.09094e+14,2.02837e+16
4.83006e+06,198420,1.79344e+06,1.12563e+26,1.61215e+20,1.10465e+14,2.0277e+16
4.89006e+06,198381,1.79328e+06,1.16797e+26,1.6722e+20,1.11835e+14,2.02703e+16
4.95006e+06,198341,1.79311e+06,1.21134e+26,1.7337e+20,1.13206e+14,2.02634e+16
5.01006e+06,198301,1.79294e+06,1.25578e+26,1.79665e+20,1.14577e+14,2.02565e+16
5.07006e+06,198260,1.79277e+06,1.30128e+26,1.86107e+20,1.15947e+14,2.02495e+16
5.13006e+06,198219,1.7926e+06,1.34785e+26,1.92698e+20,1.17318e+14,2.02424e+16
5.19006e+06,198177,1.79243e+06,1.39553e+26,1.9944e+20,1.18688e+14,2.02352e+16
