X = 0.734
Y = 0.25
Z = 0.016
mu = 0.601142
Radius,Density,Temp,Mass,Lum,OptD,Pres
0,0,0,0,0,0,0
1e-10,200000,3.6e+06,1e-10,1e-10,1e-10,3.19045e+16
50058.9,200000,3.6e+06,1.25666e+20,2.92022e+15,1.01181e+11,3.19044e+16
110059,199999,3.6e+06,1.33808e+21,3.10939e+16,2.22597e+11,3.19043e+16
170059,199998,3.59999e+06,4.93909e+21,1.14773e+17,3.44013e+11,3.19041e+16
230059,199997,3.59998e+06,1.22315e+22,2.84229e+17,4.65429e+11,3.19038e+16
290059,199996,3.59997e+06,2.45182e+22,5.69732e+17,5.86844e+11,3.19034e+16
350059,199994,3.59996e+06,4.31018e+22,1.00155e+18,7.08259e+11,3.19028e+16
410059,199991,3.59994e+06,6.92851e+22,1.60993e+18,8.29673e+11,3.19022e+16
470059,199989,3.59992e+06,1.0437e+23,2.42513e+18,9.51086e+11,3.19015e+16
530059,199985,3.5999e+06,1.4966e+23,3.47739e+18,1.0725e+12,3.19007e+16
590059,199982,3.59987e+06,2.06457e+23,4.79694e+18,1.19391e+12,3.18998e+16
650059,199978,3.59985e+06,2.76063e+23,6.414e+18,1.31532e+12,3.18988e+16
710059,199974,3.59982e+06,3.5978e+23,8.35878e+18,1.43673e+12,3.18977e+16
770059,199969,3.59978e+06,4.5891e+23,1.06615e+19,1.55813e+12,3.18965e+16
830059,199964,3.59975e+06,5.74754e+23,1.33523e+19,1.67954e+12,3.18953e+16
890059,199959,3.59971e+06,7.08615e+23,1.64613e+19,1.80094e+12,3.18939e+16
950059,199953,3.59967e+06,8.61792e+23,2.00187e+19,1.92234e+12,3.18924e+16
1.01006e+06,199947,3.59963e+06,1.03559e+24,2.40546e+19,2.04374e+12,3.18908e+16
1.07006e+06,199940,3.59958e+06,1.2313e+24,2.85992e+19,2.16514e+12,3.18891e+16
1.13006e+06,199934,3.59954e+06,1.45024e+24,3.36825e+19,2.28654e+12,3.18874e+16
1.19006e+06,199926,3.59949e+06,1.69369e+24,3.93345e+19,2.40793e+12,3.18855e+16
1.25006e+06,199919,3.59943e+06,1.96296e+24,4.55854e+19,2.52932e+12,3.18836e+16
1.31006e+06,199911,3.59938e+06,2.25935e+24,5.2465e+19,2.65071e+12,3.18815e+16
1.37006e+06,199902,3.59932e+06,2.58416e+24,6.00034e+19,2.77209e+12,3.18794e+16
1.43006e+06,199894,3.59926e+06,2.93868e+24,6.82306e+19,2.89348e+12,3.18771e+16
1.49006e+06,199885,3.59919e+06,3.32422e+24,7.71765e+19,3.01486e+12,3.18748e+16
1.55006e+06,199875,3.59913e+06,3.74208e+24,8.68709e+19,3.13623e+12,3.18723e+16
1.61006e+06,199865,3.59906e+06,4.19354e+24,9.73437e+19,3.25761e+12,3.18698e+16
1.67006e+06,199855,3.59899e+06,4.67991e+24,1.08625e+20,3.37898e+12,3.18672e+16
1.73006e+06,199845,3.59891e+06,5.20248e+24,1.20744e+20,3.50034e+12,3.18644e+16
