X = 0.734
Y = 0.25
Z = 0.016
mu = 0.601142
Radius,Density,Temp,Mass,Lum,OptD,Pres
0,0,0,0,0,0,0
1e-10,200000,3.7e+06,1e-10,1e-10,1.58576e+06,2.9349e+16
50059,200000,3.7e+06,1.15194e+20,2.73801e+15,7.92903e+10,2.9349e+16
100059,199999,3.7e+06,9.21541e+20,2.19038e+16,1.58578e+11,2.93489e+16
160059,199999,3.69999e+06,3.77461e+21,8.97167e+16,2.53724e+11,2.93487e+16
220059,199998,3.69998e+06,9.81246e+21,2.33225e+17,3.48869e+11,2.93485e+16
270059,199996,3.69997e+06,2.02293e+22,4.8081e+17,4.44014e+11,2.93481e+16
330059,199994,3.69996e+06,3.62194e+22,8.60849e+17,5.39159e+11,2.93477e+16
390059,199992,3.69995e+06,5.89768e+22,1.40171e+18,6.34303e+11,2.93472e+16
450059,199990,3.69993e+06,8.96955e+22,2.13177e+18,7.29446e+11,2.93466e+16
510059,199987,3.69991e+06,1.2957e+23,3.07938e+18,8.24588e+11,2.93459e+16
570059,199983,3.69989e+06,1.79793e+23,4.27289e+18,9.1973e+11,2.93452e+16
630059,199980,3.69986e+06,2.41559e+23,5.74063e+18,1.01487e+12,2.93444e+16
690059,199976,3.69983e+06,3.16061e+23,7.51095e+18,1.11001e+12,2.93434e+16
750059,199971,3.6998e+06,4.04493e+23,9.61215e+18,1.20515e+12,2.93424e+16
810059,199966,3.69977e+06,5.08049e+23,1.20725e+19,1.30029e+12,2.93414e+16
870059,199961,3.69974e+06,6.27921e+23,1.49204e+19,1.39542e+12,2.93402e+16
930059,199956,3.6997e+06,7.65301e+23,1.8184e+19,1.49056e+12,2.93389e+16
990059,199950,3.69966e+06,9.21384e+23,2.18917e+19,1.58569e+12,2.93376e+16
1.05006e+06,199943,3.69962e+06,1.09736e+24,2.60716e+19,1.68082e+12,2.93362e+16
1.11006e+06,199937,3.69957e+06,1.29442e+24,3.07519e+19,1.77595e+12,2.93347e+16
1.17006e+06,199930,3.69953e+06,1.51377e+24,3.5961e+19,1.87108e+12,2.93331e+16
1.23006e+06,199922,3.69948e+06,1.75658e+24,4.17269e+19,1.96621e+12,2.93315e+16
1.29006e+06,199915,3.69942e+06,2.02405e+24,4.80778e+19,2.06133e+12,2.93297e+16
1.35006e+06,199907,3.69937e+06,2.31738e+24,5.50419e+19,2.15645e+12,2.93279e+16
1.41006e+06,199898,3.69931e+06,2.63775e+24,6.26472e+19,2.25157e+12,2.9326e+16
1.47006e+06,199889,3.69925e+06,2.98635e+24,7.09219e+19,2.34669e+12,2.9324e+16
1.53006e+06,199880,3.69919e+06,3.36438e+24,7.9894e+19,2.44181e+12,2.9322e+16
1.59006e+06,199870,3.69913e+06,3.77302e+24,8.95916e+19,2.53692e+12,2.93198e+16
1.65006e+06,199860,3.69906e+06,4.21347e+24,1.00043e+20,2.63203e+12,2.93176e+16
1.71006e+06,199850,3.69899e+06,4.68691e+24,1.11275e+20,2.72714e+12,2.93153e+16
1.77006e+06,199839,3.69892e+06,5.19453e+24,1.23317e+20,2.82224e+12,2.93129e+16
1.83006e+06,199828,3.69885e+06,5.73752e+24,1.36196e+20,2.91734e+12,2.93104e+16
1.89006e+06,199817,3.69877e+06,6.31707e+24,1.4994e+20,3.01244e+12,2.93078e+16
1.95006e+06,199805,3.69869e+06,6.93436e+24,1.64577e+20,3.10754e+12,2.93052e+16
2.01006e+06,199793,3.69861e+06,7.59059e+24,1.80135e+20,3.20263e+12,2.93025e+16
2.07006e+06,199780,3.69852e+06,8.28694e+24,1.96642e+20,3.29772e+12,2.92997e+16
2.13006e+06,199767,3.69844e+06,9.02459e+24,2.14125e+20,3.3928e+12,2.92968e+16
2.19006e+06,199754,3.69835e+06,9.80473e+24,2.32612e+20,3.48789e+12,2.92938e+16
