X = 0.734
Y = 0.25
Z = 0.016
mu = 0.601142
Radius,Density,Temp,Mass,Lum,OptD,Pres
0,0,0,0,0,0,0
1e-010,800000,4e+006,1e-010,1e-010,1e-010,1.93609e+017
51427.5,799999,4e+006,7.79804e+020,1.10477e+017,8.55104e+011,1.93608e+017
111428,799994,3.99999e+006,6.58716e+021,9.33209e+017,1.7415e+012,1.93606e+017
161428,799988,3.99997e+006,2.26334e+022,3.20644e+018,2.62789e+012,1.93603e+017
221428,799978,3.99994e+006,5.41296e+022,7.66826e+018,3.51429e+012,1.93598e+017
281428,799964,3.99991e+006,1.06286e+023,1.50566e+019,4.40068e+012,1.93592e+017
341428,799948,3.99986e+006,1.84314e+023,2.61089e+019,5.28706e+012,1.93585e+017
401428,799928,3.99981e+006,2.93422e+023,4.15626e+019,6.17344e+012,1.93577e+017
461428,799905,3.99976e+006,4.38818e+023,6.21544e+019,7.05982e+012,1.93567e+017
521428,799878,3.99969e+006,6.25711e+023,8.86206e+019,7.94619e+012,1.93556e+017
571428,799854,3.99962e+006,8.59307e+023,1.21697e+020,8.83256e+012,1.93543e+017
631428,799821,3.99954e+006,1.14481e+024,1.62118e+020,9.71891e+012,1.93529e+017
691428,799786,3.99945e+006,1.48743e+024,2.10619e+020,1.06053e+013,1.93514e+017
751428,799747,3.99936e+006,1.89236e+024,2.67933e+020,1.14916e+013,1.93498e+017
811428,799705,3.99925e+006,2.36481e+024,3.34792e+020,1.23779e+013,1.9348e+017
871428,799660,3.99914e+006,2.90997e+024,4.11929e+020,1.32643e+013,1.93461e+017
931428,799611,3.99902e+006,3.53304e+024,5.00074e+020,1.41506e+013,1.9344e+017
991428,799560,3.9989e+006,4.23922e+024,5.99956e+020,1.50369e+013,1.93418e+017
1.05143e+006,799505,3.99876e+006,5.0337e+024,7.12305e+020,1.59231e+013,1.93395e+017
1.11143e+006,799447,3.99862e+006,5.92166e+024,8.37846e+020,1.68094e+013,1.93371e+017
1.17143e+006,799385,3.99847e+006,6.90831e+024,9.77307e+020,1.76957e+013,1.93345e+017
1.23143e+006,799321,3.99832e+006,7.99882e+024,1.13141e+021,1.85819e+013,1.93318e+017
1.29143e+006,799253,3.99815e+006,9.19837e+024,1.30088e+021,1.94681e+013,1.9329e+017
1.35143e+006,799182,3.99798e+006,1.05121e+025,1.48644e+021,2.03544e+013,1.9326e+017
1.41143e+006,799108,3.9978e+006,1.19453e+025,1.68881e+021,2.12406e+013,1.93229e+017
1.47143e+006,799030,3.99761e+006,1.35031e+025,1.9087e+021,2.21267e+013,1.93197e+017
1.53143e+006,798950,3.99742e+006,1.51906e+025,2.14684e+021,2.30129e+013,1.93163e+017
1.59143e+006,798866,3.99721e+006,1.7013e+025,2.40393e+021,2.3899e+013,1.93128e+017
1.65143e+006,798779,3.997e+006,1.89755e+025,2.6807e+021,2.47852e+013,1.93092e+017
1.71143e+006,798689,3.99679e+006,2.10832e+025,2.97785e+021,2.56713e+013,1.93054e+017
1.77143e+006,798595,3.99656e+006,2.33413e+025,3.29609e+021,2.65573e+013,1.93015e+017
1.83143e+006,798499,3.99633e+006,2.5755e+025,3.63612e+021,2.74434e+013,1.92975e+017
1.89143e+006,798399,3.99609e+006,2.83293e+025,3.99866e+021,2.83294e+013,1.92933e+017
1.95143e+006,798296,3.99584e+006,3.10695e+025,4.3844e+021,2.92154e+013,1.92891e+017
2.01143e+006,798189,3.99558e+006,3.39806e+025,4.79405e+021,3.01014e+013,1.92846e+017
2.07143e+006,798080,3.99532e+006,3.70679e+025,5.22829e+021,3.09874e+013,1.92801e+017
2.12143e+006,797986,3.99505e+006,4.03363e+025,5.68784e+021,3.18733e+013,1.92754e+017
2.18143e+006,797871,3.99477e+006,4.37912e+025,6.17338e+021,3.27592e+013,1.92706e+017
2.24143e+006,797752,3.99448e+006,4.74375e+025,6.6856e+021,3.36451e+013,1.92657e+017
2.30143e+006,797630,3.99419e+006,5.12804e+025,7.22518e+021,3.4531e+013,1.92606e+017
2.36143e+006,797505,3.99388e+006,5.5325e+025,7.79283e+021,3.54168e+013,1.92554e+017
2.42143e+006,797377,3.99358e+006,5.95765e+025,8.3892e+021,3.63026e+013,1.92501e+017
2.48143e+006,797246,3.99326e+006,6.40398e+025,9.015e+021,3.71884e+013,1.92446e+017
2.54143e+006,797111,3.99293e+006,6.87201e+025,9.67088e+021,3.80741e+013,1.9239e+017
2.60143e+006,796974,3.9926e+006,7.36225e+025,1.03575e+022,3.89598e+013,1.92333e+017
2.66143e+006,796833,3.99226e+006,7.87521e+025,1.10756e+022,3.98455e+013,1.92275e+017
2.72143e+006,796689,3.99191e+006,8.4114e+025,1.18258e+022,4.07312e+013,1.92215e+017
2.78143e+006,796541,3.99156e+006,8.97131e+025,1.26088e+022,4.16168e+013,1.92154e+017
2.84143e+006,796391,3.9912e+006,9.55546e+025,1.34252e+022,4.25023e+013,1.92091e+017
2.90143e+006,796237,3.99082e+006,1.01644e+026,1.42756e+022,4.33879e+013,1.92028e+017
2.96143e+006,796080,3.99045e+006,1.07985e+026,1.51608e+022,4.42734e+013,1.91963e+017
3.02143e+006,795920,3.99006e+006,1.14584e+026,1.60815e+022,4.51588e+013,1.91896e+017
3.08143e+006,795757,3.98967e+006,1.21445e+026,1.70381e+022,4.60443e+013,1.91829e+017
3.14143e+006,795591,3.98927e+006,1.28575e+026,1.80314e+022,4.69297e+013,1.9176e+017
3.20143e+006,795421,3.98886e+006,1.35976e+026,1.90621e+022,4.7815e+013,1.9169e+017
3.26143e+006,795249,3.98844e+006,1.43656e+026,2.01307e+022,4.87003e+013,1.91619e+017
3.32143e+006,795073,3.98802e+006,1.51618e+026,2.12379e+022,4.95856e+013,1.91546e+017
3.38143e+006,794894,3.98759e+006,1.59867e+026,2.23843e+022,5.04708e+013,1.91472e+017
3.44143e+006,794711,3.98715e+006,1.68409e+026,2.35706e+022,5.1356e+013,1.91397e+017
3.50143e+006,794526,3.9867e+006,1.77249e+026,2.47974e+022,5.22412e+013,1.9132e+017
3.56143e+006,794337,3.98625e+006,1.86392e+026,2.60652e+022,5.31263e+013,1.91242e+017
3.62143e+006,794146,3.98579e+006,1.95842e+026,2.73748e+022,5.40114e+013,1.91163e+017
3.68143e+006,793951,3.98532e+006,2.05604e+026,2.87266e+022,5.48964e+013,1.91083e+017
3.74143e+006,793753,3.98484e+006,2.15684e+026,3.01214e+022,5.57813e+013,1.91001e+017
3.80143e+006,793552,3.98436e+006,2.26087e+026,3.15597e+022,5.66663e+013,1.90918e+017
3.86143e+006,793348,3.98386e+006,2.36817e+026,3.30421e+022,5.75512e+013,1.90834e+017
3.92143e+006,793140,3.98337e+006,2.47879e+026,3.45692e+022,5.8436e+013,1.90749e+017
3.98143e+006,792930,3.98286e+006,2.59278e+026,3.61416e+022,5.93208e+013,1.90662e+017
4.04143e+006,792716,3.98234e+006,2.71019e+026,3.77599e+022,6.02055e+013,1.90574e+017
4.10143e+006,792499,3.98182e+006,2.83108e+026,3.94246e+022,6.10902e+013,1.90485e+017
4.16143e+006,792279,3.98129e+006,2.95548e+026,4.11364e+022,6.19748e+013,1.90394e+017
4.22143e+006,792056,3.98075e+006,3.08345e+026,4.28958e+022,6.28594e+013,1.90303e+017
4.28143e+006,791830,3.98021e+006,3.21504e+026,4.47033e+022,6.37439e+013,1.9021e+017
4.34143e+006,791600,3.97966e+006,3.35029e+026,4.65596e+022,6.46284e+013,1.90116e+017
4.40143e+006,791368,3.9791e+006,3.48925e+026,4.84652e+022,6.55128e+013,1.9002e+017
