X = 0.75
Y = 0.24999
Z = 1e-005
mu = 0.592593
Radius,Density,Temp,Mass,Lum,OptD,Pres
0,0,0,0,0,0,0
1e-010,2.64e+006,1.32e+007,1e-010,1e-010,1e-010,1.79291e+018
51350,2.63999e+006,1.32e+007,2.49844e+021,1.46822e+020,6.35504e+009,1.79291e+018
111350,2.63998e+006,1.31999e+007,2.14253e+022,1.25905e+021,1.30078e+010,1.79288e+018
171350,2.63994e+006,1.31999e+007,7.39777e+022,4.34717e+021,1.96605e+010,1.79284e+018
231350,2.6399e+006,1.31998e+007,1.77352e+023,1.04214e+022,2.6313e+010,1.79279e+018
291350,2.63984e+006,1.31996e+007,3.48742e+023,2.04917e+022,3.29655e+010,1.79272e+018
351350,2.63976e+006,1.31995e+007,6.0534e+023,3.55673e+022,3.96177e+010,1.79264e+018
411350,2.63967e+006,1.31993e+007,9.64335e+023,5.66571e+022,4.62697e+010,1.79254e+018
471350,2.63957e+006,1.31991e+007,1.44291e+024,8.47688e+022,5.29214e+010,1.79242e+018
531350,2.63946e+006,1.31988e+007,2.05825e+024,1.2091e+023,5.95728e+010,1.79229e+018
591350,2.63933e+006,1.31985e+007,2.82754e+024,1.66086e+023,6.62239e+010,1.79214e+018
651350,2.63918e+006,1.31982e+007,3.76793e+024,2.21302e+023,7.28746e+010,1.79198e+018
711350,2.63903e+006,1.31979e+007,4.8966e+024,2.87562e+023,7.95248e+010,1.7918e+018
771350,2.63886e+006,1.31975e+007,6.2307e+024,3.65868e+023,8.61746e+010,1.7916e+018
831350,2.63867e+006,1.31971e+007,7.78739e+024,4.5722e+023,9.28239e+010,1.7914e+018
891350,2.63847e+006,1.31967e+007,9.58381e+024,5.62618e+023,9.94726e+010,1.79117e+018
951350,2.63826e+006,1.31962e+007,1.16371e+025,6.83059e+023,1.06121e+011,1.79093e+018
1.01135e+006,2.63803e+006,1.31957e+007,1.39644e+025,8.19538e+023,1.12768e+011,1.79067e+018
1.07135e+006,2.63779e+006,1.31953e+007,1.61254e+025,9.46238e+023,1.18308e+011,1.79045e+018
1.13135e+006,2.63754e+006,1.31948e+007,1.89995e+025,1.1147e+024,1.24954e+011,1.79016e+018
1.19135e+006,2.63727e+006,1.31942e+007,2.2196e+025,1.30201e+024,1.31599e+011,1.78986e+018
1.25135e+006,2.63699e+006,1.31936e+007,2.5732e+025,1.50915e+024,1.38244e+011,1.78955e+018
1.31135e+006,2.63669e+006,1.31929e+007,2.96247e+025,1.73711e+024,1.44888e+011,1.78922e+018
1.37135e+006,2.63638e+006,1.31923e+007,3.38911e+025,1.98687e+024,1.51531e+011,1.78887e+018
1.43135e+006,2.63606e+006,1.31916e+007,3.85482e+025,2.2594e+024,1.58174e+011,1.78851e+018
1.49135e+006,2.63572e+006,1.31909e+007,4.3613e+025,2.5557e+024,1.64815e+011,1.78813e+018
1.55135e+006,2.63537e+006,1.31901e+007,4.91027e+025,2.87672e+024,1.71456e+011,1.78774e+018
1.61135e+006,2.63501e+006,1.31893e+007,5.50341e+025,3.22344e+024,1.78095e+011,1.78733e+018
1.67135e+006,2.63463e+006,1.31885e+007,6.14244e+025,3.59682e+024,1.84733e+011,1.7869e+018
1.73135e+006,2.63424e+006,1.31877e+007,6.82904e+025,3.99783e+024,1.91371e+011,1.78647e+018
1.79135e+006,2.63383e+006,1.31868e+007,7.56491e+025,4.42743e+024,1.98007e+011,1.78601e+018
1.85135e+006,2.63341e+006,1.31859e+007,8.35175e+025,4.88657e+024,2.04642e+011,1.78554e+018
1.91135e+006,2.63298e+006,1.3185e+007,9.19124e+025,5.3762e+024,2.11276e+011,1.78506e+018
1.97135e+006,2.63253e+006,1.3184e+007,1.00851e+026,5.89728e+024,2.17908e+011,1.78455e+018
2.03135e+006,2.63207e+006,1.3183e+007,1.1035e+026,6.45076e+024,2.2454e+011,1.78404e+018
2.09135e+006,2.6316e+006,1.3182e+007,1.20426e+026,7.03756e+024,2.3117e+011,1.78351e+018
2.15135e+006,2.63111e+006,1.3181e+007,1.31096e+026,7.65862e+024,2.37799e+011,1.78296e+018
2.21135e+006,2.63061e+006,1.31799e+007,1.42377e+026,8.31489e+024,2.44426e+011,1.7824e+018
2.27135e+006,2.63009e+006,1.31788e+007,1.54286e+026,9.00728e+024,2.51052e+011,1.78182e+018
2.33135e+006,2.62957e+006,1.31777e+007,1.66839e+026,9.73672e+024,2.57676e+011,1.78123e+018
2.39135e+006,2.62902e+006,1.31765e+007,1.80054e+026,1.05041e+025,2.64299e+011,1.78062e+018
2.45135e+006,2.62847e+006,1.31753e+007,1.93946e+026,1.13104e+025,2.70921e+011,1.78e+018
2.51135e+006,2.6279e+006,1.31741e+007,2.08533e+026,1.21565e+025,2.77541e+011,1.77936e+018
2.57135e+006,2.62731e+006,1.31728e+007,2.23832e+026,1.30433e+025,2.84159e+011,1.7787e+018
2.63135e+006,2.62672e+006,1.31715e+007,2.39859e+026,1.39716e+025,2.90775e+011,1.77803e+018
2.69135e+006,2.6261e+006,1.31702e+007,2.5663e+026,1.49425e+025,2.9739e+011,1.77735e+018
2.75135e+006,2.62548e+006,1.31689e+007,2.74163e+026,1.59567e+025,3.04004e+011,1.77665e+018
2.81135e+006,2.62484e+006,1.31675e+007,2.92474e+026,1.70152e+025,3.10615e+011,1.77594e+018
2.87135e+006,2.62419e+006,1.31661e+007,3.11579e+026,1.81188e+025,3.17225e+011,1.77521e+018
2.93135e+006,2.62352e+006,1.31647e+007,3.31495e+026,1.92684e+025,3.23832e+011,1.77446e+018
2.99135e+006,2.62284e+006,1.31632e+007,3.52238e+026,2.04649e+025,3.30438e+011,1.7737e+018
3.05135e+006,2.62215e+006,1.31617e+007,3.73826e+026,2.17091e+025,3.37042e+011,1.77293e+018
3.11135e+006,2.62145e+006,1.31602e+007,3.96274e+026,2.30019e+025,3.43644e+011,1.77214e+018
3.17135e+006,2.62073e+006,1.31586e+007,4.19599e+026,2.43441e+025,3.50244e+011,1.77133e+018
3.23135e+006,2.61999e+006,1.31571e+007,4.43817e+026,2.57366e+025,3.56842e+011,1.77051e+018
3.29135e+006,2.61925e+006,1.31555e+007,4.68944e+026,2.71802e+025,3.63438e+011,1.76968e+018
3.35135e+006,2.61849e+006,1.31538e+007,4.94998e+026,2.86757e+025,3.70032e+011,1.76883e+018
3.41135e+006,2.61771e+006,1.31522e+007,5.21994e+026,3.0224e+025,3.76624e+011,1.76796e+018
3.47135e+006,2.61693e+006,1.31505e+007,5.49948e+026,3.18259e+025,3.83213e+011,1.76708e+018
3.53135e+006,2.61612e+006,1.31487e+007,5.78877e+026,3.34821e+025,3.89801e+011,1.76619e+018
3.59135e+006,2.61531e+006,1.3147e+007,6.08796e+026,3.51936e+025,3.96386e+011,1.76528e+018
3.65135e+006,2.61448e+006,1.31452e+007,6.39723e+026,3.6961e+025,4.02969e+011,1.76436e+018
3.71135e+006,2.61364e+006,1.31434e+007,6.71673e+026,3.87852e+025,4.09549e+011,1.76342e+018
3.77135e+006,2.61279e+006,1.31415e+007,7.04662e+026,4.0667e+025,4.16127e+011,1.76246e+018
3.83135e+006,2.61192e+006,1.31397e+007,7.38706e+026,4.2607e+025,4.22703e+011,1.76149e+018
3.89135e+006,2.61104e+006,1.31378e+007,7.73821e+026,4.46062e+025,4.29276e+011,1.76051e+018
3.95135e+006,2.61014e+006,1.31358e+007,8.10024e+026,4.66652e+025,4.35847e+011,1.75951e+018
4.01135e+006,2.60924e+006,1.31339e+007,8.4733e+026,4.87849e+025,4.42415e+011,1.7585e+018
4.07135e+006,2.60831e+006,1.31319e+007,8.85755e+026,5.09658e+025,4.48981e+011,1.75747e+018
4.13135e+006,2.60738e+006,1.31299e+007,9.25315e+026,5.32089e+025,4.55544e+011,1.75643e+018
4.19135e+006,2.60643e+006,1.31278e+007,9.66026e+026,5.55148e+025,4.62104e+011,1.75537e+018
4.25135e+006,2.60547e+006,1.31261e+007,1.00084e+027,5.74849e+025,4.67569e+011,1.75448e+018
4.31135e+006,2.6045e+006,1.3124e+007,1.0437e+027,5.99078e+025,4.74125e+011,1.7534e+018
4.37135e+006,2.60351e+006,1.31219e+007,1.08776e+027,6.23956e+025,4.80678e+011,1.7523e+018
4.43135e+006,2.60251e+006,1.31197e+007,1.13303e+027,6.49489e+025,4.87228e+011,1.75119e+018
4.49135e+006,2.60149e+006,1.31175e+007,1.17952e+027,6.75685e+025,4.93775e+011,1.75006e+018
4.55135e+006,2.60046e+006,1.31153e+007,1.22726e+027,7.0255e+025,5.00319e+011,1.74892e+018
4.61135e+006,2.59942e+006,1.31131e+007,1.27625e+027,7.3009e+025,5.06861e+011,1.74776e+018
4.67135e+006,2.59837e+006,1.31108e+007,1.32652e+027,7.58314e+025,5.134e+011,1.74659e+018
4.73135e+006,2.5973e+006,1.31085e+007,1.37808e+027,7.87226e+025,5.19935e+011,1.74541e+018
4.79135e+006,2.59622e+006,1.31062e+007,1.43094e+027,8.16835e+025,5.26468e+011,1.74421e+018
4.85135e+006,2.59513e+006,1.31038e+007,1.48512e+027,8.47145e+025,5.32998e+011,1.743e+018
4.91135e+006,2.59402e+006,1.31014e+007,1.54064e+027,8.78164e+025,5.39524e+011,1.74177e+018
4.97135e+006,2.5929e+006,1.3099e+007,1.5975e+027,9.09898e+025,5.46048e+011,1.74053e+018
5.03135e+006,2.59177e+006,1.30965e+007,1.65573e+027,9.42352e+025,5.52568e+011,1.73927e+018
5.09135e+006,2.59062e+006,1.30941e+007,1.71534e+027,9.75534e+025,5.59085e+011,1.738e+018
5.15135e+006,2.58947e+006,1.30916e+007,1.77635e+027,1.00945e+026,5.65599e+011,1.73672e+018
5.21135e+006,2.58829e+006,1.3089e+007,1.83877e+027,1.0441e+026,5.7211e+011,1.73542e+018
5.27135e+006,2.58711e+006,1.30865e+007,1.90261e+027,1.0795e+026,5.78617e+011,1.73411e+018
5.33135e+006,2.58591e+006,1.30839e+007,1.96789e+027,1.11565e+026,5.85121e+011,1.73278e+018
5.39135e+006,2.5847e+006,1.30812e+007,2.03463e+027,1.15255e+026,5.91622e+011,1.73144e+018
5.45135e+006,2.58348e+006,1.30786e+007,2.10284e+027,1.19022e+026,5.98119e+011,1.73009e+018
5.51135e+006,2.58224e+006,1.30759e+007,2.17254e+027,1.22865e+026,6.04613e+011,1.72872e+018
5.57135e+006,2.58099e+006,1.30732e+007,2.24373e+027,1.26786e+026,6.11104e+011,1.72734e+018
