X = 0.75
Y = 0.24999
Z = 1e-005
mu = 0.592593
Radius,Density,Temp,Mass,Lum,OptD,Pres
0,0,0,0,0,0,0
1e-010,2.48e+006,1.24e+007,1e-010,1e-010,1e-010,1.59477e+018
51381.5,2.48e+006,1.24e+007,2.36441e+021,1.00688e+020,5.98459e+009,1.59477e+018
101382,2.47998e+006,1.23999e+007,2.01996e+022,8.60183e+020,1.22341e+010,1.59475e+018
161382,2.47995e+006,1.23999e+007,6.96603e+022,2.96637e+021,1.84836e+010,1.59471e+018
221382,2.47991e+006,1.23998e+007,1.66901e+023,7.10696e+021,2.4733e+010,1.59466e+018
271382,2.47987e+006,1.23997e+007,3.28073e+023,1.39694e+022,3.09823e+010,1.5946e+018
331382,2.4798e+006,1.23995e+007,5.69327e+023,2.42409e+022,3.72313e+010,1.59453e+018
391382,2.47973e+006,1.23993e+007,9.06811e+023,3.86082e+022,4.34802e+010,1.59444e+018
451382,2.47964e+006,1.23991e+007,1.35667e+024,5.77573e+022,4.97288e+010,1.59434e+018
511382,2.47953e+006,1.23989e+007,1.93504e+024,8.2374e+022,5.59771e+010,1.59422e+018
571382,2.47942e+006,1.23986e+007,2.65806e+024,1.13143e+023,6.22251e+010,1.59409e+018
631382,2.47929e+006,1.23983e+007,3.54186e+024,1.50749e+023,6.84727e+010,1.59395e+018
691382,2.47915e+006,1.2398e+007,4.60256e+024,1.95875e+023,7.472e+010,1.59379e+018
751382,2.47899e+006,1.23977e+007,5.8563e+024,2.49203e+023,8.09668e+010,1.59362e+018
811382,2.47883e+006,1.23973e+007,7.31916e+024,3.11415e+023,8.72131e+010,1.59344e+018
871382,2.47865e+006,1.23969e+007,9.00727e+024,3.83191e+023,9.3459e+010,1.59324e+018
931382,2.47845e+006,1.23965e+007,1.09367e+025,4.65211e+023,9.97043e+010,1.59303e+018
991382,2.47825e+006,1.2396e+007,1.31236e+025,5.58151e+023,1.05949e+011,1.5928e+018
1.05138e+006,2.47803e+006,1.23955e+007,1.5584e+025,6.62689e+023,1.12193e+011,1.59256e+018
1.11138e+006,2.4778e+006,1.2395e+007,1.8334e+025,7.79499e+023,1.18437e+011,1.59231e+018
1.17138e+006,2.47755e+006,1.23945e+007,2.13896e+025,9.09255e+023,1.24679e+011,1.59205e+018
1.23138e+006,2.4773e+006,1.23939e+007,2.47669e+025,1.05263e+024,1.30922e+011,1.59177e+018
1.29138e+006,2.47703e+006,1.23933e+007,2.84819e+025,1.21029e+024,1.37163e+011,1.59147e+018
1.35138e+006,2.47674e+006,1.23927e+007,3.25507e+025,1.38291e+024,1.43403e+011,1.59117e+018
1.41138e+006,2.47645e+006,1.2392e+007,3.69892e+025,1.57116e+024,1.49643e+011,1.59084e+018
1.47138e+006,2.47614e+006,1.23914e+007,4.18136e+025,1.77569e+024,1.55882e+011,1.59051e+018
1.53138e+006,2.47582e+006,1.23907e+007,4.70397e+025,1.99717e+024,1.6212e+011,1.59016e+018
1.59138e+006,2.47549e+006,1.23899e+007,5.26835e+025,2.23626e+024,1.68357e+011,1.5898e+018
1.65138e+006,2.47514e+006,1.23892e+007,5.87611e+025,2.49363e+024,1.74593e+011,1.58943e+018
1.71138e+006,2.47478e+006,1.23884e+007,6.52883e+025,2.76992e+024,1.80828e+011,1.58904e+018
1.77138e+006,2.47441e+006,1.23876e+007,7.22811e+025,3.06579e+024,1.87062e+011,1.58864e+018
1.83138e+006,2.47403e+006,1.23867e+007,7.97554e+025,3.38189e+024,1.93295e+011,1.58822e+018
1.89138e+006,2.47363e+006,1.23859e+007,8.7727e+025,3.71887e+024,1.99527e+011,1.58779e+018
1.95138e+006,2.47322e+006,1.2385e+007,9.6212e+025,4.07738e+024,2.05758e+011,1.58735e+018
2.01138e+006,2.47279e+006,1.2384e+007,1.05226e+026,4.45806e+024,2.11987e+011,1.58689e+018
2.07138e+006,2.47236e+006,1.23831e+007,1.14785e+026,4.86155e+024,2.18216e+011,1.58642e+018
2.13138e+006,2.47191e+006,1.23821e+007,1.24905e+026,5.28849e+024,2.24443e+011,1.58594e+018
2.19138e+006,2.47145e+006,1.23811e+007,1.35601e+026,5.73952e+024,2.30669e+011,1.58544e+018
2.25138e+006,2.47098e+006,1.23801e+007,1.4689e+026,6.21526e+024,2.36893e+011,1.58493e+018
2.31138e+006,2.47049e+006,1.2379e+007,1.58787e+026,6.71635e+024,2.43116e+011,1.58441e+018
2.37138e+006,2.46999e+006,1.23779e+007,1.71308e+026,7.24341e+024,2.49338e+011,1.58387e+018
2.43138e+006,2.46948e+006,1.23768e+007,1.84469e+026,7.79707e+024,2.55558e+011,1.58332e+018
2.49138e+006,2.46896e+006,1.23756e+007,1.98285e+026,8.37795e+024,2.61777e+011,1.58276e+018
2.55138e+006,2.46842e+006,1.23745e+007,2.12772e+026,8.98666e+024,2.67994e+011,1.58218e+018
2.61138e+006,2.46787e+006,1.23733e+007,2.27946e+026,9.62381e+024,2.7421e+011,1.58159e+018
2.67138e+006,2.46731e+006,1.2372e+007,2.43822e+026,1.029e+025,2.80424e+011,1.58099e+018
2.73138e+006,2.46673e+006,1.23708e+007,2.60416e+026,1.09859e+025,2.86637e+011,1.58037e+018
2.79138e+006,2.46614e+006,1.23695e+007,2.77743e+026,1.1712e+025,2.92848e+011,1.57974e+018
2.85138e+006,2.46554e+006,1.23682e+007,2.9582e+026,1.2469e+025,2.99057e+011,1.5791e+018
