X = 0.75
Y = 0.24999
Z = 1e-005
mu = 0.592593
Radius,Density,Temp,Mass,Lum,OptD,Pres
0,0,0,0,0,0,0
1e-010,2e+006,1e+007,1e-010,1e-010,1e-010,1.06671e+018
51484.3,2e+006,9.99999e+006,1.96864e+021,2.84421e+019,4.87792e+009,1.06671e+018
111484,1.99998e+006,9.99996e+006,1.65471e+022,2.39062e+020,9.91789e+009,1.06669e+018
171484,1.99996e+006,9.9999e+006,5.67635e+022,8.20069e+020,1.49578e+010,1.06667e+018
231484,1.99993e+006,9.99983e+006,1.35645e+023,1.95963e+021,1.99976e+010,1.06664e+018
291484,1.99988e+006,9.99973e+006,2.66219e+023,3.84584e+021,2.50374e+010,1.0666e+018
351484,1.99983e+006,9.99961e+006,4.61509e+023,6.66671e+021,3.00769e+010,1.06655e+018
411484,1.99977e+006,9.99947e+006,7.34537e+023,1.06101e+022,3.51164e+010,1.0665e+018
471484,1.99969e+006,9.99931e+006,1.09832e+024,1.58639e+022,4.01556e+010,1.06643e+018
531484,1.99961e+006,9.99913e+006,1.56589e+024,2.26156e+022,4.51946e+010,1.06636e+018
591484,1.99952e+006,9.99892e+006,2.15024e+024,3.10527e+022,5.02334e+010,1.06627e+018
651484,1.99942e+006,9.99869e+006,2.86438e+024,4.13625e+022,5.52718e+010,1.06618e+018
711484,1.9993e+006,9.99844e+006,3.72134e+024,5.37318e+022,6.031e+010,1.06608e+018
771484,1.99918e+006,9.99817e+006,4.73409e+024,6.83476e+022,6.53479e+010,1.06597e+018
831484,1.99905e+006,9.99788e+006,5.91565e+024,8.53963e+022,7.03854e+010,1.06585e+018
891484,1.99891e+006,9.99757e+006,7.27899e+024,1.05064e+023,7.54225e+010,1.06573e+018
951484,1.99876e+006,9.99723e+006,8.83711e+024,1.27537e+023,8.04592e+010,1.06559e+018
1.01148e+006,1.99859e+006,9.99687e+006,1.0603e+025,1.53001e+023,8.54954e+010,1.06545e+018
1.07148e+006,1.99842e+006,9.99649e+006,1.25896e+025,1.8164e+023,9.05312e+010,1.06529e+018
1.13148e+006,1.99824e+006,9.99609e+006,1.48098e+025,2.1364e+023,9.55665e+010,1.06513e+018
1.19148e+006,1.99805e+006,9.99567e+006,1.72768e+025,2.49186e+023,1.00601e+011,1.06496e+018
1.25148e+006,1.99785e+006,9.99522e+006,2.00033e+025,2.88461e+023,1.05636e+011,1.06478e+018
1.31148e+006,1.99764e+006,9.99476e+006,2.30023e+025,3.31648e+023,1.10669e+011,1.06459e+018
1.37148e+006,1.99742e+006,9.99427e+006,2.62868e+025,3.78932e+023,1.15702e+011,1.06439e+018
1.43148e+006,1.99719e+006,9.99376e+006,2.98697e+025,4.30494e+023,1.20735e+011,1.06419e+018
1.49148e+006,1.99695e+006,9.99323e+006,3.37638e+025,4.86517e+023,1.25766e+011,1.06397e+018
1.55148e+006,1.9967e+006,9.99268e+006,3.79822e+025,5.47183e+023,1.30797e+011,1.06375e+018
1.61148e+006,1.99644e+006,9.9921e+006,4.25376e+025,6.12672e+023,1.35828e+011,1.06352e+018
1.67148e+006,1.99617e+006,9.9915e+006,4.7443e+025,6.83165e+023,1.40857e+011,1.06328e+018
1.73148e+006,1.99589e+006,9.99089e+006,5.27113e+025,7.58843e+023,1.45886e+011,1.06303e+018
1.79148e+006,1.9956e+006,9.99025e+006,5.83552e+025,8.39883e+023,1.50914e+011,1.06277e+018
1.85148e+006,1.9953e+006,9.98958e+006,6.43876e+025,9.26466e+023,1.55941e+011,1.0625e+018
1.91148e+006,1.99499e+006,9.9889e+006,7.08214e+025,1.01877e+024,1.60968e+011,1.06223e+018
1.97148e+006,1.99467e+006,9.9882e+006,7.76694e+025,1.11697e+024,1.65993e+011,1.06194e+018
2.03148e+006,1.99434e+006,9.98747e+006,8.49443e+025,1.22124e+024,1.71018e+011,1.06165e+018
2.09148e+006,1.994e+006,9.98672e+006,9.26591e+025,1.33177e+024,1.76041e+011,1.06135e+018
2.15148e+006,1.99365e+006,9.98595e+006,1.00826e+026,1.44872e+024,1.81064e+011,1.06104e+018
2.21148e+006,1.99329e+006,9.98516e+006,1.09459e+026,1.57227e+024,1.86086e+011,1.06072e+018
2.27148e+006,1.99292e+006,9.98435e+006,1.1857e+026,1.70259e+024,1.91106e+011,1.06039e+018
2.33148e+006,1.99255e+006,9.98352e+006,1.28171e+026,1.83986e+024,1.96126e+011,1.06006e+018
2.39148e+006,1.99216e+006,9.98266e+006,1.38276e+026,1.98425e+024,2.01145e+011,1.05971e+018
2.45148e+006,1.99176e+006,9.98178e+006,1.48897e+026,2.13593e+024,2.06162e+011,1.05936e+018
2.51148e+006,1.99135e+006,9.98088e+006,1.60047e+026,2.29507e+024,2.11178e+011,1.059e+018
2.57148e+006,1.99094e+006,9.97996e+006,1.71738e+026,2.46184e+024,2.16194e+011,1.05863e+018
2.63148e+006,1.99051e+006,9.97902e+006,1.83984e+026,2.63641e+024,2.21208e+011,1.05825e+018
2.69148e+006,1.99007e+006,9.97806e+006,1.96797e+026,2.81894e+024,2.2622e+011,1.05786e+018
2.75148e+006,1.98963e+006,9.97707e+006,2.10189e+026,3.00961e+024,2.31232e+011,1.05746e+018
2.81148e+006,1.98917e+006,9.97606e+006,2.24172e+026,3.20857e+024,2.36242e+011,1.05706e+018
2.87148e+006,1.98871e+006,9.97503e+006,2.38761e+026,3.416e+024,2.41251e+011,1.05665e+018
2.93148e+006,1.98823e+006,9.97398e+006,2.53967e+026,3.63206e+024,2.46259e+011,1.05622e+018
2.99148e+006,1.98774e+006,9.97291e+006,2.69802e+026,3.85691e+024,2.51265e+011,1.05579e+018
3.05148e+006,1.98725e+006,9.97182e+006,2.86279e+026,4.09071e+024,2.5627e+011,1.05536e+018
3.11148e+006,1.98675e+006,9.9707e+006,3.03411e+026,4.33363e+024,2.61274e+011,1.05491e+018
3.17148e+006,1.98623e+006,9.96957e+006,3.21211e+026,4.58582e+024,2.66276e+011,1.05445e+018
3.23148e+006,1.98571e+006,9.96841e+006,3.39689e+026,4.84744e+024,2.71277e+011,1.05399e+018
3.29148e+006,1.98517e+006,9.96723e+006,3.5886e+026,5.11865e+024,2.76276e+011,1.05352e+018
3.35148e+006,1.98463e+006,9.96603e+006,3.78735e+026,5.3996e+024,2.81274e+011,1.05303e+018
3.41148e+006,1.98408e+006,9.96481e+006,3.99327e+026,5.69046e+024,2.8627e+011,1.05254e+018
3.47148e+006,1.98352e+006,9.96357e+006,4.20648e+026,5.99138e+024,2.91264e+011,1.05205e+018
3.53148e+006,1.98294e+006,9.9623e+006,4.42711e+026,6.3025e+024,2.96258e+011,1.05154e+018
3.59148e+006,1.98236e+006,9.96101e+006,4.65527e+026,6.62398e+024,3.01249e+011,1.05103e+018
3.65148e+006,1.98177e+006,9.95971e+006,4.89109e+026,6.95598e+024,3.06239e+011,1.0505e+018
3.71148e+006,1.98117e+006,9.95838e+006,5.1347e+026,7.29863e+024,3.11227e+011,1.04997e+018
3.77148e+006,1.98056e+006,9.95703e+006,5.38621e+026,7.6521e+024,3.16213e+011,1.04943e+018
3.83148e+006,1.97994e+006,9.95565e+006,5.64575e+026,8.01652e+024,3.21198e+011,1.04888e+018
3.89148e+006,1.97931e+006,9.95426e+006,5.91344e+026,8.39204e+024,3.26181e+011,1.04832e+018
