X = 0.734
Y = 0.25
Z = 0.016
mu = 0.601142
Radius,Density,Temp,Mass,Lum,OptD,Kff,KH,Kes,PP,CNO,3a,Deg,Gas,Rad,TotPres, dLdr, dPdT
0,0,0,0,0,0,-nan,0,0.03468,0,0,0,0,0,0,0,0,0
100,119164,7.4131e+06,499152,103.551,49121.4,0.412218,1.47605e+31,0.03468,0.000207453,3.26276e-10,1.62768e-59,2.86259e+15,1.21301e+16,7.61536e+11,1.49935e+16,3.10652e+06,2.17698e+09
100427,119164,7.4131e+06,5.05575e+20,1.04883e+17,4.92826e+09,0.412218,1.47605e+31,0.03468,0.000207452,3.26272e-10,1.62764e-59,2.86258e+15,1.21301e+16,7.61534e+11,1.49934e+16,3.13311e+12,2.17697e+09
200683,119163,7.41309e+06,4.03426e+21,8.36914e+17,9.85297e+09,0.41222,1.47602e+31,0.03468,0.00020745,3.2626e-10,1.62751e-59,2.86256e+15,1.213e+16,7.61529e+11,1.49933e+16,1.25109e+13,2.17696e+09
301911,119162,7.41307e+06,1.37362e+22,2.84956e+18,1.48254e+10,0.412222,1.47598e+31,0.03468,0.000207447,3.26241e-10,1.6273e-59,2.86254e+15,1.21299e+16,7.61521e+11,1.49932e+16,2.83148e+13,2.17694e+09
403027,119162,7.41304e+06,3.26761e+22,6.77856e+18,1.97924e+10,0.412225,1.47593e+31,0.03468,0.000207442,3.26214e-10,1.627e-59,2.8625e+15,1.21298e+16,7.61509e+11,1.4993e+16,5.04559e+13,2.1769e+09
504279,119160,7.413e+06,6.40085e+22,1.32781e+19,2.4766e+10,0.412229,1.47585e+31,0.03468,0.000207436,3.26179e-10,1.62662e-59,2.86245e+15,1.21296e+16,7.61495e+11,1.49928e+16,7.89892e+13,2.17686e+09
606322,119159,7.41296e+06,1.11258e+23,2.30792e+19,2.97785e+10,0.412234,1.47576e+31,0.03468,0.000207428,3.26136e-10,1.62615e-59,2.86239e+15,1.21294e+16,7.61476e+11,1.49925e+16,1.14186e+14,2.17681e+09
707552,119157,7.41291e+06,1.76804e+23,3.6675e+19,3.4751e+10,0.41224,1.47566e+31,0.03468,0.000207419,3.26085e-10,1.6256e-59,2.86231e+15,1.21291e+16,7.61455e+11,1.49922e+16,1.55487e+14,2.17675e+09
809396,119155,7.41285e+06,2.64665e+23,5.48986e+19,3.97537e+10,0.412246,1.47554e+31,0.03468,0.000207409,3.26026e-10,1.62496e-59,2.86223e+15,1.21288e+16,7.6143e+11,1.49918e+16,2.03457e+14,2.17668e+09
912168,119152,7.41278e+06,3.7882e+23,7.85748e+19,4.4802e+10,0.412254,1.4754e+31,0.03468,0.000207397,3.25959e-10,1.62422e-59,2.86213e+15,1.21284e+16,7.61401e+11,1.49913e+16,2.58384e+14,2.17651e+09
1.02667e+06,119149,7.41269e+06,5.40129e+23,1.12029e+20,5.04266e+10,0.412264,1.47522e+31,0.03468,0.000207382,3.25874e-10,1.6233e-59,2.86201e+15,1.2128e+16,7.61366e+11,1.49908e+16,3.27294e+14,2.17636e+09
1.21161e+06,119144,7.41253e+06,8.87727e+23,1.84109e+20,5.9511e+10,0.412282,1.4749e+31,0.03468,0.000207354,3.25717e-10,1.62158e-59,2.86179e+15,1.21271e+16,7.61299e+11,1.49897e+16,4.55744e+14,2.17612e+09
1.36798e+06,119138,7.41237e+06,1.27768e+24,2.64961e+20,6.71921e+10,0.412299,1.47458e+31,0.03468,0.000207327,3.25564e-10,1.61991e-59,2.86157e+15,1.21263e+16,7.61234e+11,1.49886e+16,5.80871e+14,2.17577e+09
1.57883e+06,119130,7.41212e+06,1.96409e+24,4.07259e+20,7.75488e+10,0.412326,1.47409e+31,0.03468,0.000207285,3.25327e-10,1.61734e-59,2.86123e+15,1.21251e+16,7.61134e+11,1.4987e+16,7.73511e+14,2.17523e+09
1.8544e+06,119117,7.41175e+06,3.18231e+24,6.59739e+20,9.10852e+10,0.412367,1.47335e+31,0.03468,0.000207221,3.24968e-10,1.61343e-59,2.86071e+15,1.21231e+16,7.60981e+11,1.49846e+16,1.06666e+15,2.17442e+09
2.20698e+06,119097,7.41119e+06,5.36392e+24,1.11171e+21,1.08404e+11,0.412429,1.47222e+31,0.03468,0.000207124,3.24425e-10,1.60753e-59,2.85993e+15,1.21202e+16,7.6075e+11,1.49809e+16,1.50987e+15,2.17323e+09
2.65159e+06,119068,7.41034e+06,9.30132e+24,1.92694e+21,1.30243e+11,0.412523,1.47053e+31,0.03468,0.000206978,3.23607e-10,1.59866e-59,2.85875e+15,1.21158e+16,7.60402e+11,1.49754e+16,2.17742e+15,2.17183e+09
3.15159e+06,119028,7.40921e+06,1.56145e+25,3.23301e+21,1.54802e+11,0.412649,1.46825e+31,0.03468,0.000206782,3.22512e-10,1.58684e-59,2.85717e+15,1.211e+16,7.59935e+11,1.49679e+16,3.07209e+15,2.1702e+09
3.65159e+06,118982,7.40787e+06,2.4282e+25,5.02428e+21,1.7936e+11,0.412796,1.46559e+31,0.03468,0.000206553,3.21234e-10,1.57309e-59,2.85531e+15,1.21031e+16,7.59388e+11,1.49591e+16,4.11801e+15,2.16835e+09
4.15159e+06,118929,7.40634e+06,3.56751e+25,7.37605e+21,2.03917e+11,0.412966,1.46254e+31,0.03468,0.00020629,3.19773e-10,1.55747e-59,2.85319e+15,1.20952e+16,7.58761e+11,1.49491e+16,5.31381e+15,2.16629e+09
4.65159e+06,118869,7.40462e+06,5.01643e+25,1.03629e+22,2.28474e+11,0.413157,1.45911e+31,0.03468,0.000205994,3.18134e-10,1.54003e-59,2.8508e+15,1.20863e+16,7.58054e+11,1.49378e+16,6.65791e+15,2.164e+09
5.15159e+06,118803,7.4027e+06,6.81191e+25,1.40585e+22,2.5303e+11,0.41337,1.4553e+31,0.03468,0.000205665,3.16318e-10,1.52085e-59,2.84814e+15,1.20764e+16,7.57268e+11,1.49253e+16,8.14855e+15,2.16149e+09
5.65159e+06,118729,7.40058e+06,8.99076e+25,1.85357e+22,2.77584e+11,0.413606,1.45111e+31,0.03468,0.000205304,3.1433e-10,1.49999e-59,2.84521e+15,1.20655e+16,7.56402e+11,1.49114e+16,9.78378e+15,2.15877e+09
6.15159e+06,118649,7.39827e+06,1.15897e+26,2.38662e+22,3.02138e+11,0.413863,1.44655e+31,0.03468,0.000204909,3.12172e-10,1.47752e-59,2.84202e+15,1.20536e+16,7.55458e+11,1.48964e+16,1.15615e+16,2.15583e+09
6.65159e+06,118563,7.39576e+06,1.46452e+26,3.01207e+22,3.2669e+11,0.414142,1.44162e+31,0.03468,0.000204482,3.09848e-10,1.45353e-59,2.83856e+15,1.20407e+16,7.54435e+11,1.488e+16,1.34792e+16,2.15267e+09
7.15159e+06,118469,7.39306e+06,1.81937e+26,3.73687e+22,3.5124e+11,0.414443,1.43632e+31,0.03468,0.000204023,3.07362e-10,1.42811e-59,2.83484e+15,1.20268e+16,7.53334e+11,1.48624e+16,1.55347e+16,2.1493e+09
7.65159e+06,118369,7.39017e+06,2.22715e+26,4.56783e+22,3.7579e+11,0.414767,1.43066e+31,0.03468,0.000203532,3.04719e-10,1.40135e-59,2.83086e+15,1.2012e+16,7.52154e+11,1.48436e+16,1.7725e+16,2.14571e+09
8.15159e+06,118263,7.38708e+06,2.69145e+26,5.51162e+22,4.00337e+11,0.415112,1.42465e+31,0.03468,0.000203009,3.01922e-10,1.37333e-59,2.82661e+15,1.19961e+16,7.50898e+11,1.48235e+16,2.00475e+16,2.14191e+09
8.65159e+06,118150,7.38379e+06,3.21587e+26,6.57478e+22,4.24883e+11,0.41548,1.41828e+31,0.03468,0.000202454,2.98977e-10,1.34416e-59,2.8221e+15,1.19793e+16,7.49564e+11,1.48022e+16,2.2499e+16,2.1379e+09
9.15159e+06,118030,7.38032e+06,3.80397e+26,7.76369e+22,4.49427e+11,0.41587,1.41157e+31,0.03468,0.000201869,2.95888e-10,1.31393e-59,2.81734e+15,1.19616e+16,7.48153e+11,1.47796e+16,2.50764e+16,2.13368e+09
9.65159e+06,117904,7.37665e+06,4.45928e+26,9.08455e+22,4.7397e+11,0.416282,1.40451e+31,0.03468,0.000201252,2.92661e-10,1.28274e-59,2.81231e+15,1.19428e+16,7.46667e+11,1.47559e+16,2.77764e+16,2.12925e+09
1.01516e+07,117771,7.37279e+06,5.18534e+26,1.05434e+23,4.9851e+11,0.416717,1.39712e+31,0.03468,0.000200604,2.89301e-10,1.2507e-59,2.80703e+15,1.19231e+16,7.45104e+11,1.47309e+16,3.05954e+16,2.12461e+09
1.06516e+07,117631,7.36873e+06,5.98563e+26,1.21461e+23,5.23048e+11,0.417174,1.3894e+31,0.03468,0.000199927,2.85813e-10,1.2179e-59,2.8015e+15,1.19025e+16,7.43467e+11,1.47047e+16,3.353e+16,2.11976e+09
1.11516e+07,117485,7.36449e+06,6.86364e+26,1.38984e+23,5.47585e+11,0.417653,1.38135e+31,0.03468,0.000199219,2.82202e-10,1.18446e-59,2.79571e+15,1.18808e+16,7.41754e+11,1.46773e+16,3.65762e+16,2.11471e+09
1.16516e+07,117333,7.36005e+06,7.82279e+26,1.58057e+23,5.72118e+11,0.418156,1.37299e+31,0.03468,0.000198481,2.78476e-10,1.15046e-59,2.78967e+15,1.18583e+16,7.39968e+11,1.46487e+16,3.97302e+16,2.10945e+09
1.21516e+07,117174,7.35542e+06,8.86652e+26,1.78733e+23,5.9665e+11,0.41868,1.36431e+31,0.03468,0.000197714,2.74639e-10,1.11603e-59,2.78338e+15,1.18348e+16,7.38108e+11,1.46189e+16,4.2988e+16,2.104e+09
1.26516e+07,117009,7.3506e+06,9.99822e+26,2.01064e+23,6.21179e+11,0.419228,1.35533e+31,0.03468,0.000196919,2.70697e-10,1.08124e-59,2.77684e+15,1.18104e+16,7.36175e+11,1.45879e+16,4.63455e+16,2.09834e+09
1.31516e+07,116838,7.34559e+06,1.12212e+27,2.25097e+23,6.45705e+11,0.419798,1.34605e+31,0.03468,0.000196094,2.66658e-10,1.04621e-59,2.77006e+15,1.1785e+16,7.3417e+11,1.45558e+16,4.97983e+16,2.09248e+09
1.36516e+07,116660,7.34039e+06,1.25389e+27,2.5088e+23,6.70229e+11,0.420391,1.33648e+31,0.03468,0.000195242,2.62526e-10,1.01103e-59,2.76303e+15,1.17587e+16,7.32094e+11,1.45225e+16,5.33422e+16,2.08643e+09
1.41516e+07,116475,7.335e+06,1.39545e+27,2.78456e+23,6.9475e+11,0.421007,1.32663e+31,0.03468,0.000194362,2.58308e-10,9.75789e-60,2.75576e+15,1.17315e+16,7.29946e+11,1.4488e+16,5.69726e+16,2.08018e+09
1.46516e+07,116285,7.32942e+06,1.54713e+27,3.07869e+23,7.19268e+11,0.421646,1.3165e+31,0.03468,0.000193454,2.54011e-10,9.40581e-60,2.74825e+15,1.17034e+16,7.27728e+11,1.44524e+16,6.0685e+16,2.07375e+09
1.51516e+07,116088,7.32366e+06,1.70926e+27,3.39158e+23,7.43783e+11,0.422308,1.3061e+31,0.03468,0.00019252,2.4964e-10,9.05494e-60,2.74051e+15,1.16744e+16,7.25441e+11,1.44157e+16,6.44748e+16,2.06711e+09
1.56516e+07,115885,7.3177e+06,1.88215e+27,3.7236e+23,7.68296e+11,0.422993,1.29544e+31,0.03468,0.000191559,2.45203e-10,8.7061e-60,2.73252e+15,1.16445e+16,7.23085e+11,1.43778e+16,6.83372e+16,2.06029e+09
1.61516e+07,115676,7.31156e+06,2.06611e+27,4.0751e+23,7.92804e+11,0.423702,1.28452e+31,0.03468,0.000190572,2.40705e-10,8.36008e-60,2.72431e+15,1.16138e+16,7.2066e+11,1.43388e+16,7.22675e+16,2.05329e+09
1.66516e+07,115461,7.30523e+06,2.26147e+27,4.44642e+23,8.1731e+11,0.424434,1.27337e+31,0.03468,0.00018956,2.36152e-10,8.01765e-60,2.71586e+15,1.15821e+16,7.18169e+11,1.42987e+16,7.62608e+16,2.0461e+09
1.71516e+07,115239,7.29872e+06,2.46853e+27,4.83786e+23,8.41812e+11,0.42519,1.26197e+31,0.03468,0.000188522,2.31552e-10,7.67951e-60,2.70719e+15,1.15496e+16,7.15611e+11,1.42575e+16,8.03122e+16,2.03872e+09
1.76516e+07,115012,7.29202e+06,2.6876e+27,5.24968e+23,8.66311e+11,0.425969,1.25035e+31,0.03468,0.00018746,2.2691e-10,7.34631e-60,2.69829e+15,1.15162e+16,7.12987e+11,1.42152e+16,8.44168e+16,2.03117e+09
1.81516e+07,114778,7.28514e+06,2.91897e+27,5.68216e+23,8.90807e+11,0.426772,1.23851e+31,0.03468,0.000186374,2.22233e-10,7.01869e-60,2.68916e+15,1.1482e+16,7.10298e+11,1.41719e+16,8.85696e+16,2.02343e+09
1.86516e+07,114539,7.27807e+06,3.16294e+27,6.13551e+23,9.15298e+11,0.427598,1.22645e+31,0.03468,0.000185265,2.17527e-10,6.69719e-60,2.67982e+15,1.14469e+16,7.07546e+11,1.41274e+16,9.27655e+16,2.01552e+09
