X = 0.734
Y = 0.25
Z = 0.016
mu = 0.601142
Radius,Density,Temp,Mass,Lum,OptD,Kff,KH,Kes,PP,CNO,3a,Deg,Gas,Rad,TotPres, dLdr, dPdT
0,0,0,0,0,0,-nan,0,0.03468,0,0,0,0,0,0,0,0,0
0.01,200150,2.79254e+07,838386,1.33301e+08,6941.2,0.00571182,2.92219e+36,0.03468,0.0701668,158.926,1.01389e-33,6.79377e+15,7.67496e+16,1.53352e+14,8.36967e+16,39990.2,2.91182e+09
10709.1,200150,2.79254e+07,1.02969e+18,1.63718e+20,7.43412e+07,0.00571182,2.92219e+36,0.03468,0.0701668,158.926,1.01389e-33,6.79377e+15,7.67496e+16,1.53352e+14,8.36967e+16,4.5863e+16,2.91182e+09
21268.9,200150,2.79254e+07,8.06637e+18,1.28253e+21,1.47638e+08,0.00571182,2.92219e+36,0.03468,0.0701668,158.926,1.01389e-33,6.79377e+15,7.67496e+16,1.53352e+14,8.36967e+16,1.80902e+17,2.91182e+09
32102.5,200150,2.79254e+07,2.77371e+19,4.4101e+21,2.22837e+08,0.00571182,2.92218e+36,0.03468,0.0701668,158.926,1.01389e-33,6.79377e+15,7.67496e+16,1.53352e+14,8.36967e+16,4.12127e+17,2.91182e+09
42241.1,200150,2.79254e+07,6.31901e+19,1.0047e+22,2.93211e+08,0.00571182,2.92218e+36,0.03468,0.0701668,158.926,1.01389e-33,6.79377e+15,7.67496e+16,1.53352e+14,8.36967e+16,7.13547e+17,2.91182e+09
55581.6,200150,2.79254e+07,1.43958e+20,2.28889e+22,3.8581e+08,0.00571182,2.92218e+36,0.03468,0.0701667,158.926,1.01389e-33,6.79377e+15,7.67496e+16,1.53352e+14,8.36967e+16,1.23542e+18,2.91182e+09
73135.3,200150,2.79254e+07,3.27963e+20,5.21449e+22,5.07654e+08,0.00571183,2.92218e+36,0.03468,0.0701667,158.926,1.01389e-33,6.79377e+15,7.67496e+16,1.53352e+14,8.36967e+16,2.13898e+18,2.91182e+09
83892.9,200150,2.79254e+07,4.95016e+20,7.87057e+22,5.82324e+08,0.00571183,2.92218e+36,0.03468,0.0701667,158.926,1.01388e-33,6.79377e+15,7.67496e+16,1.53352e+14,8.36967e+16,2.8145e+18,2.91182e+09
96232.8,200150,2.79254e+07,7.4716e+20,1.18795e+23,6.67978e+08,0.00571183,2.92218e+36,0.03468,0.0701667,158.926,1.01388e-33,6.79377e+15,7.67495e+16,1.53352e+14,8.36967e+16,3.70337e+18,2.91182e+09
110388,200150,2.79254e+07,1.12774e+21,1.79305e+23,7.66231e+08,0.00571183,2.92218e+36,0.03468,0.0701666,158.925,1.01388e-33,6.79376e+15,7.67495e+16,1.53352e+14,8.36966e+16,4.87295e+18,2.91182e+09
126625,200150,2.79254e+07,1.70216e+21,2.70637e+23,8.78936e+08,0.00571183,2.92217e+36,0.03468,0.0701666,158.925,1.01387e-33,6.79376e+15,7.67495e+16,1.53352e+14,8.36966e+16,6.41191e+18,2.91182e+09
145250,200150,2.79254e+07,2.56919e+21,4.08489e+23,1.00822e+09,0.00571183,2.92217e+36,0.03468,0.0701665,158.924,1.01386e-33,6.79376e+15,7.67495e+16,1.53352e+14,8.36966e+16,8.43688e+18,2.91181e+09
166615,200150,2.79254e+07,3.87784e+21,6.16557e+23,1.15652e+09,0.00571183,2.92216e+36,0.03468,0.0701664,158.924,1.01386e-33,6.79375e+15,7.67494e+16,1.53352e+14,8.36965e+16,1.11014e+19,2.91181e+09
191123,200150,2.79254e+07,5.85307e+21,9.30606e+23,1.32663e+09,0.00571183,2.92216e+36,0.03468,0.0701663,158.923,1.01384e-33,6.79375e+15,7.67494e+16,1.53352e+14,8.36965e+16,1.46073e+19,2.91181e+09
219236,200149,2.79254e+07,8.83441e+21,1.40462e+24,1.52177e+09,0.00571184,2.92215e+36,0.03468,0.0701662,158.922,1.01383e-33,6.79374e+15,7.67493e+16,1.53351e+14,8.36964e+16,1.92204e+19,2.91181e+09
251483,200149,2.79254e+07,1.33343e+22,2.12007e+24,1.7456e+09,0.00571184,2.92214e+36,0.03468,0.070166,158.92,1.01381e-33,6.79373e+15,7.67492e+16,1.53351e+14,8.36963e+16,2.52903e+19,2.9118e+09
288475,200149,2.79254e+07,2.01264e+22,3.19993e+24,2.00236e+09,0.00571185,2.92212e+36,0.03468,0.0701658,158.919,1.01378e-33,6.79371e+15,7.6749e+16,1.53351e+14,8.36961e+16,3.3277e+19,2.9118e+09
330907,200149,2.79254e+07,3.0378e+22,4.82981e+24,2.29689e+09,0.00571186,2.9221e+36,0.03468,0.0701655,158.916,1.01375e-33,6.7937e+15,7.67489e+16,1.5335e+14,8.36959e+16,4.37858e+19,2.91179e+09
379580,200148,2.79253e+07,4.58515e+22,7.28985e+24,2.63474e+09,0.00571187,2.92207e+36,0.03468,0.0701651,158.913,1.0137e-33,6.79367e+15,7.67486e+16,1.5335e+14,8.36956e+16,5.76129e+19,2.91179e+09
429580,200148,2.79253e+07,6.64622e+22,1.05666e+25,2.9818e+09,0.00571188,2.92204e+36,0.03468,0.0701646,158.909,1.01365e-33,6.79364e+15,7.67484e+16,1.53349e+14,8.36953e+16,7.37887e+19,2.91178e+09
