X = 0.734
Y = 0.25
Z = 0.016
mu = 0.601142
Radius,Density,Temp,Mass,Lum,OptD,Kff,KH,Kes,PP,CNO,3a,Deg,Gas,Rad,TotPres, dLdr, dPdT
0,0,0,0,0,0,-nan,0,0.03468,0,0,0,0,0,0,0,0,0
100,146850,9.12011e+06,615122,360.27,33924.2,0.231013,1.05795e+32,0.03468,0.000585664,2.48493e-08,2.25438e-55,4.05483e+15,1.83905e+16,1.74458e+12,2.24471e+16,1.08081e+07,2.17698e+09
100427,146849,9.1201e+06,6.23038e+20,3.64906e+17,3.40355e+09,0.231013,1.05795e+32,0.03468,0.000585662,2.4849e-08,2.25432e-55,4.05483e+15,1.83905e+16,1.74457e+12,2.2447e+16,1.09006e+13,2.17697e+09
200683,146849,9.12009e+06,4.97156e+21,2.91176e+18,6.80465e+09,0.231014,1.05793e+32,0.03468,0.000585656,2.48481e-08,2.25414e-55,4.0548e+15,1.83904e+16,1.74456e+12,2.24469e+16,4.35275e+13,2.17696e+09
301911,146848,9.12006e+06,1.69276e+22,9.91411e+18,1.02387e+10,0.231015,1.0579e+32,0.03468,0.000585647,2.48466e-08,2.25384e-55,4.05476e+15,1.83902e+16,1.74454e+12,2.24467e+16,9.8512e+13,2.17694e+09
403027,146847,9.12003e+06,4.02679e+22,2.35837e+19,1.3669e+10,0.231017,1.05786e+32,0.03468,0.000585633,2.48445e-08,2.25343e-55,4.05471e+15,1.839e+16,1.74452e+12,2.24464e+16,1.75544e+14,2.1769e+09
504279,146845,9.11998e+06,7.88798e+22,4.61967e+19,1.71039e+10,0.231019,1.05781e+32,0.03468,0.000585615,2.48418e-08,2.25289e-55,4.05463e+15,1.83897e+16,1.74448e+12,2.24461e+16,2.74816e+14,2.17686e+09
606322,146843,9.11993e+06,1.37107e+23,8.02964e+19,2.05656e+10,0.231022,1.05774e+32,0.03468,0.000585593,2.48384e-08,2.25223e-55,4.05454e+15,1.83893e+16,1.74444e+12,2.24456e+16,3.9727e+14,2.17681e+09
707552,146841,9.11986e+06,2.17882e+23,1.27598e+20,2.39997e+10,0.231026,1.05767e+32,0.03468,0.000585567,2.48345e-08,2.25145e-55,4.05444e+15,1.83889e+16,1.74439e+12,2.24451e+16,5.40965e+14,2.17675e+09
809396,146838,9.11979e+06,3.26156e+23,1.91001e+20,2.74547e+10,0.231029,1.05758e+32,0.03468,0.000585537,2.483e-08,2.25055e-55,4.05432e+15,1.83884e+16,1.74433e+12,2.24445e+16,7.07856e+14,2.17668e+09
912169,146835,9.1197e+06,4.66833e+23,2.73374e+20,3.09412e+10,0.231034,1.05748e+32,0.03468,0.000585503,2.48248e-08,2.24951e-55,4.05418e+15,1.83879e+16,1.74427e+12,2.24438e+16,8.98957e+14,2.17651e+09
1.0165e+06,146832,9.1196e+06,6.46024e+23,3.78291e+20,3.44804e+10,0.231039,1.05736e+32,0.03468,0.000585464,2.48189e-08,2.24834e-55,4.05402e+15,1.83873e+16,1.74419e+12,2.2443e+16,1.11625e+15,2.17636e+09
1.1996e+06,146825,9.1194e+06,1.06177e+24,6.21689e+20,4.0692e+10,0.231049,1.05713e+32,0.03468,0.000585385,2.48069e-08,2.24597e-55,4.0537e+15,1.8386e+16,1.74404e+12,2.24414e+16,1.55434e+15,2.17612e+09
1.35443e+06,146818,9.11921e+06,1.52817e+24,8.94706e+20,4.59442e+10,0.231058,1.0569e+32,0.03468,0.000585309,2.47953e-08,2.24367e-55,4.05339e+15,1.83848e+16,1.74389e+12,2.24399e+16,1.98109e+15,2.17577e+09
1.56318e+06,146808,9.11891e+06,2.34916e+24,1.37521e+21,5.30258e+10,0.231073,1.05655e+32,0.03468,0.000585191,2.47774e-08,2.24012e-55,4.05291e+15,1.83829e+16,1.74366e+12,2.24375e+16,2.6381e+15,2.17523e+09
1.83602e+06,146792,9.11846e+06,3.80622e+24,2.22777e+21,6.22816e+10,0.231096,1.05602e+32,0.03468,0.000585011,2.47502e-08,2.23473e-55,4.05218e+15,1.83799e+16,1.74331e+12,2.24339e+16,3.6379e+15,2.17442e+09
2.1851e+06,146768,9.11777e+06,6.41554e+24,3.75395e+21,7.41235e+10,0.231131,1.05522e+32,0.03468,0.000584738,2.4709e-08,2.2266e-55,4.05107e+15,1.83755e+16,1.74279e+12,2.24284e+16,5.1495e+15,2.17323e+09
2.62531e+06,146732,9.11673e+06,1.11249e+25,6.50682e+21,8.90564e+10,0.231183,1.05401e+32,0.03468,0.000584328,2.46471e-08,2.21439e-55,4.0494e+15,1.83689e+16,1.742e+12,2.24201e+16,7.42625e+15,2.17183e+09
3.12531e+06,146682,9.11533e+06,1.87649e+25,1.09691e+22,1.06017e+11,0.231253,1.05237e+32,0.03468,0.000583771,2.45632e-08,2.19792e-55,4.04713e+15,1.83599e+16,1.74092e+12,2.24088e+16,1.05108e+16,2.1702e+09
3.62531e+06,146624,9.11367e+06,2.92819e+25,1.71054e+22,1.22977e+11,0.231336,1.05045e+32,0.03468,0.000583118,2.44651e-08,2.17874e-55,4.04448e+15,1.83493e+16,1.73966e+12,2.23955e+16,1.41215e+16,2.16835e+09
4.12531e+06,146558,9.11178e+06,4.31336e+25,2.51777e+22,1.39937e+11,0.231431,1.04825e+32,0.03468,0.000582369,2.4353e-08,2.15693e-55,4.04143e+15,1.83372e+16,1.73821e+12,2.23804e+16,1.82536e+16,2.16629e+09
4.62531e+06,146483,9.10964e+06,6.07766e+25,3.54453e+22,1.56896e+11,0.231539,1.04576e+32,0.03468,0.000581525,2.4227e-08,2.13258e-55,4.03799e+15,1.83236e+16,1.73658e+12,2.23633e+16,2.29016e+16,2.164e+09
5.12531e+06,146400,9.10725e+06,8.26658e+25,4.81646e+22,1.73854e+11,0.231659,1.04301e+32,0.03468,0.000580586,2.40875e-08,2.10576e-55,4.03417e+15,1.83084e+16,1.73476e+12,2.23443e+16,2.80593e+16,2.16149e+09
5.62531e+06,146308,9.10462e+06,1.09255e+26,6.35889e+22,1.90811e+11,0.231791,1.03998e+32,0.03468,0.000579554,2.39345e-08,2.07659e-55,4.02996e+15,1.82916e+16,1.73276e+12,2.23233e+16,3.37197e+16,2.15877e+09
6.12531e+06,146208,9.10175e+06,1.40997e+26,8.19676e+22,2.07768e+11,0.231936,1.03667e+32,0.03468,0.000578427,2.37685e-08,2.04517e-55,4.02537e+15,1.82733e+16,1.73058e+12,2.23004e+16,3.98754e+16,2.15583e+09
6.62531e+06,146100,9.09864e+06,1.78341e+26,1.03546e+23,2.24723e+11,0.232094,1.0331e+32,0.03468,0.000577207,2.35897e-08,2.01161e-55,4.02039e+15,1.82535e+16,1.72821e+12,2.22757e+16,4.65181e+16,2.15267e+09
7.12531e+06,145983,9.09528e+06,2.21735e+26,1.28567e+23,2.41677e+11,0.232264,1.02926e+32,0.03468,0.000575895,2.33983e-08,1.97605e-55,4.01503e+15,1.82322e+16,1.72566e+12,2.2249e+16,5.3639e+16,2.1493e+09
7.62531e+06,145858,9.09168e+06,2.71627e+26,1.57265e+23,2.5863e+11,0.232446,1.02516e+32,0.03468,0.000574491,2.31948e-08,1.9386e-55,4.0093e+15,1.82094e+16,1.72293e+12,2.22204e+16,6.12288e+16,2.14571e+09
8.12531e+06,145724,9.08784e+06,3.28459e+26,1.89874e+23,2.75582e+11,0.232641,1.0208e+32,0.03468,0.000572995,2.29795e-08,1.8994e-55,4.00318e+15,1.8185e+16,1.72002e+12,2.21899e+16,6.92772e+16,2.14191e+09
