X = 0.734
Y = 0.25
Z = 0.016
mu = 0.601142
Radius,Density,Temp,Mass,Lum,OptD,Kff,KH,Kes,PP,CNO,3a,Deg,Gas,Rad,TotPres, dLdr, dPdT
0,0,0,0,0,0,-nan,0,0.03468,0,0,0,0,0,0,0,0,0
0.01,373413,2.46604e+07,1.56415e+06,3.91824e+07,12950,0.0136571,1.30354e+36,0.03468,0.0796097,24.9707,1.48478e-35,1.92089e+16,1.26448e+17,9.32589e+13,1.4575e+17,11754.7,2.91182e+09
10708.9,373413,2.46604e+07,1.92096e+18,4.81206e+19,1.38693e+08,0.0136571,1.30354e+36,0.03468,0.0796097,24.9707,1.48477e-35,1.92089e+16,1.26448e+17,9.32589e+13,1.4575e+17,1.34805e+16,2.91182e+09
21268.5,373413,2.46604e+07,1.50483e+19,3.76965e+20,2.75439e+08,0.0136571,1.30354e+36,0.03468,0.0796097,24.9707,1.48477e-35,1.92089e+16,1.26448e+17,9.32589e+13,1.4575e+17,5.31723e+16,2.91182e+09
32101.9,373413,2.46604e+07,5.17453e+19,1.29623e+21,4.15732e+08,0.0136571,1.30354e+36,0.03468,0.0796097,24.9707,1.48477e-35,1.92089e+16,1.26448e+17,9.32589e+13,1.4575e+17,1.21136e+17,2.91182e+09
42240.3,373413,2.46604e+07,1.17885e+20,2.95305e+21,5.47024e+08,0.0136571,1.30354e+36,0.03468,0.0796096,24.9706,1.48477e-35,1.92089e+16,1.26448e+17,9.32588e+13,1.4575e+17,2.09732e+17,2.91182e+09
55580.6,373413,2.46604e+07,2.68564e+20,6.72759e+21,7.1978e+08,0.0136571,1.30354e+36,0.03468,0.0796096,24.9706,1.48476e-35,1.92088e+16,1.26448e+17,9.32588e+13,1.4575e+17,3.63126e+17,2.91182e+09
73133.9,373413,2.46604e+07,6.11837e+20,1.53266e+22,9.47096e+08,0.0136571,1.30354e+36,0.03468,0.0796095,24.9705,1.48475e-35,1.92088e+16,1.26447e+17,9.32588e+13,1.4575e+17,6.28706e+17,2.91182e+09
83891.3,373413,2.46604e+07,9.23484e+20,2.31334e+22,1.0864e+09,0.0136571,1.30354e+36,0.03468,0.0796095,24.9705,1.48475e-35,1.92088e+16,1.26447e+17,9.32587e+13,1.4575e+17,8.27262e+17,2.91182e+09
96231,373413,2.46604e+07,1.39387e+21,3.49167e+22,1.2462e+09,0.0136571,1.30354e+36,0.03468,0.0796094,24.9704,1.48474e-35,1.92088e+16,1.26447e+17,9.32587e+13,1.45749e+17,1.08852e+18,2.91182e+09
