X = 0.734
Y = 0.25
Z = 0.016
mu = 0.601142
Radius,Density,Temp,Mass,Lum,OptD,Kff,KH,Kes,PP,CNO,3a,Deg,Gas,Rad,TotPres, dLdr, dPdT
0,0,0,0,0,0,-nan,0,0.03468,0,0,0,0,0,0,0,0,0
100,134857,8.3946e+06,564887,218.08,39229.2,0.290895,4.80802e+31,0.03468,0.000386055,4.38443e-09,4.95481e-57,3.51809e+15,1.55451e+16,1.25225e+12,1.90644e+16,6.54239e+06,2.17698e+09
100427,134857,8.3946e+06,5.72156e+20,2.20886e+17,3.9358e+09,0.290896,4.808e+31,0.03468,0.000386053,4.38438e-09,4.95468e-57,3.51808e+15,1.55451e+16,1.25224e+12,1.90644e+16,6.59837e+12,2.17697e+09
200683,134856,8.39458e+06,4.56554e+21,1.76256e+18,7.86876e+09,0.290897,4.80792e+31,0.03468,0.00038605,4.38423e-09,4.95429e-57,3.51806e+15,1.5545e+16,1.25224e+12,1.90643e+16,2.63482e+13,2.17696e+09
301911,134855,8.39456e+06,1.55451e+22,6.00123e+18,1.18398e+10,0.290898,4.80779e+31,0.03468,0.000386043,4.38396e-09,4.95364e-57,3.51803e+15,1.55449e+16,1.25222e+12,1.90641e+16,5.96316e+13,2.17694e+09
403027,134854,8.39453e+06,3.69793e+22,1.42758e+19,1.58066e+10,0.2909,4.8076e+31,0.03468,0.000386034,4.3836e-09,4.95273e-57,3.51798e+15,1.55447e+16,1.2522e+12,1.90639e+16,1.06261e+14,2.1769e+09
504279,134853,8.39449e+06,7.2438e+22,2.79639e+19,1.97786e+10,0.290903,4.80737e+31,0.03468,0.000386022,4.38312e-09,4.95156e-57,3.51792e+15,1.55444e+16,1.25218e+12,1.90636e+16,1.66352e+14,2.17686e+09
606322,134851,8.39444e+06,1.2591e+23,4.86052e+19,2.37816e+10,0.290907,4.80707e+31,0.03468,0.000386008,4.38254e-09,4.95012e-57,3.51784e+15,1.55441e+16,1.25215e+12,1.90632e+16,2.40477e+14,2.17681e+09
707552,134849,8.39438e+06,2.00088e+23,7.72382e+19,2.77528e+10,0.290911,4.80673e+31,0.03468,0.000385991,4.38185e-09,4.94842e-57,3.51775e+15,1.55438e+16,1.25211e+12,1.90628e+16,3.27459e+14,2.17675e+09
809396,134847,8.39431e+06,2.9952e+23,1.15617e+20,3.1748e+10,0.290916,4.80633e+31,0.03468,0.000385972,4.38106e-09,4.94645e-57,3.51765e+15,1.55434e+16,1.25207e+12,1.90623e+16,4.28482e+14,2.17668e+09
912169,134844,8.39423e+06,4.28708e+23,1.6548e+20,3.57797e+10,0.290921,4.80587e+31,0.03468,0.000385949,4.38015e-09,4.9442e-57,3.51753e+15,1.55429e+16,1.25203e+12,1.90617e+16,5.4416e+14,2.17651e+09
1.02157e+06,134841,8.39413e+06,6.02196e+23,2.32435e+20,4.00715e+10,0.290928,4.80533e+31,0.03468,0.000385922,4.37906e-09,4.9415e-57,3.51738e+15,1.55424e+16,1.25197e+12,1.9061e+16,6.82455e+14,2.17636e+09
1.20559e+06,134834,8.39395e+06,9.89735e+23,3.81987e+20,4.72904e+10,0.29094,4.80427e+31,0.03468,0.00038587,4.37694e-09,4.93629e-57,3.51711e+15,1.55413e+16,1.25186e+12,1.90597e+16,9.50293e+14,2.17612e+09
1.36119e+06,134828,8.39377e+06,1.42449e+24,5.49738e+20,5.33942e+10,0.290953,4.80324e+31,0.03468,0.00038582,4.37489e-09,4.93121e-57,3.51684e+15,1.55402e+16,1.25175e+12,1.90583e+16,1.2112e+15,2.17577e+09
1.57098e+06,134818,8.3935e+06,2.18978e+24,8.44975e+20,6.16241e+10,0.290972,4.80165e+31,0.03468,0.000385742,4.37172e-09,4.92339e-57,3.51642e+15,1.55386e+16,1.25159e+12,1.90563e+16,1.61288e+15,2.17523e+09
1.84519e+06,134804,8.39308e+06,3.54799e+24,1.36882e+21,7.23808e+10,0.291,4.79923e+31,0.03468,0.000385623,4.36691e-09,4.91152e-57,3.51578e+15,1.55362e+16,1.25134e+12,1.90532e+16,2.22414e+15,2.17442e+09
2.19601e+06,134782,8.39244e+06,5.98029e+24,2.30655e+21,8.61429e+10,0.291044,4.79557e+31,0.03468,0.000385443,4.35962e-09,4.8936e-57,3.51482e+15,1.55324e+16,1.25096e+12,1.90485e+16,3.1483e+15,2.17323e+09
2.63842e+06,134748,8.39148e+06,1.03701e+25,3.998e+21,1.03497e+11,0.29111,4.79006e+31,0.03468,0.000385172,4.34866e-09,4.86669e-57,3.51337e+15,1.55268e+16,1.25039e+12,1.90415e+16,4.54026e+15,2.17183e+09
3.13842e+06,134703,8.39019e+06,1.74502e+25,6.72373e+21,1.2311e+11,0.291198,4.78262e+31,0.03468,0.000384806,4.3339e-09,4.83059e-57,3.51141e+15,1.55192e+16,1.24962e+12,1.90319e+16,6.41588e+15,2.1702e+09
3.63842e+06,134650,8.38868e+06,2.71833e+25,1.0467e+22,1.42723e+11,0.291303,4.77392e+31,0.03468,0.000384377,4.31666e-09,4.78858e-57,3.50912e+15,1.55104e+16,1.24872e+12,1.90207e+16,8.61005e+15,2.16835e+09
4.13842e+06,134590,8.38694e+06,3.999e+25,1.53865e+22,1.62335e+11,0.291422,4.76394e+31,0.03468,0.000383886,4.29695e-09,4.74083e-57,3.50649e+15,1.55002e+16,1.24768e+12,1.90079e+16,1.11198e+16,2.16629e+09
4.63842e+06,134522,8.38497e+06,5.62893e+25,2.16391e+22,1.81946e+11,0.291558,4.75272e+31,0.03468,0.000383332,4.27482e-09,4.68752e-57,3.50353e+15,1.54887e+16,1.24651e+12,1.89935e+16,1.39419e+16,2.164e+09
5.13842e+06,134446,8.38279e+06,7.64993e+25,2.93801e+22,2.01556e+11,0.291708,4.74024e+31,0.03468,0.000382717,4.25031e-09,4.62884e-57,3.50023e+15,1.54759e+16,1.24522e+12,1.89774e+16,1.70725e+16,2.16149e+09
5.63842e+06,134362,8.38038e+06,1.01037e+26,3.87627e+22,2.21165e+11,0.291875,4.72654e+31,0.03468,0.000382039,4.22345e-09,4.56502e-57,3.49661e+15,1.54618e+16,1.24379e+12,1.89597e+16,2.05076e+16,2.15877e+09
6.13842e+06,134271,8.37775e+06,1.30317e+26,4.9938e+22,2.40774e+11,0.292057,4.7116e+31,0.03468,0.000381301,4.1943e-09,4.49629e-57,3.49265e+15,1.54465e+16,1.24222e+12,1.89404e+16,2.42425e+16,2.15583e+09
6.63842e+06,134172,8.3749e+06,1.64753e+26,6.30549e+22,2.60381e+11,0.292254,4.69545e+31,0.03468,0.000380501,4.16291e-09,4.4229e-57,3.48836e+15,1.54299e+16,1.24053e+12,1.89195e+16,2.82724e+16,2.15267e+09
7.13842e+06,134066,8.37183e+06,2.04757e+26,7.82594e+22,2.79987e+11,0.292467,4.6781e+31,0.03468,0.000379641,4.12932e-09,4.34512e-57,3.48375e+15,1.5412e+16,1.23871e+12,1.88969e+16,3.25919e+16,2.1493e+09
7.63842e+06,133951,8.36853e+06,2.50738e+26,9.56949e+22,2.99591e+11,0.292696,4.65957e+31,0.03468,0.000378721,4.0936e-09,4.26322e-57,3.47881e+15,1.53928e+16,1.23676e+12,1.88728e+16,3.71953e+16,2.14571e+09
8.13842e+06,133830,8.36501e+06,3.03105e+26,1.15502e+23,3.19195e+11,0.292941,4.63987e+31,0.03468,0.000377741,4.05581e-09,4.17749e-57,3.47354e+15,1.53723e+16,1.23469e+12,1.88471e+16,4.20767e+16,2.14191e+09
8.63842e+06,133700,8.36127e+06,3.62264e+26,1.37818e+23,3.38797e+11,0.293201,4.61901e+31,0.03468,0.000376703,4.01601e-09,4.08822e-57,3.46795e+15,1.53506e+16,1.23248e+12,1.88198e+16,4.72296e+16,2.1379e+09
9.13842e+06,133564,8.35732e+06,4.28617e+26,1.62777e+23,3.58397e+11,0.293477,4.59701e+31,0.03468,0.000375605,3.97427e-09,3.99573e-57,3.46204e+15,1.53277e+16,1.23015e+12,1.87909e+16,5.26473e+16,2.13368e+09
9.63842e+06,133419,8.35314e+06,5.02565e+26,1.9051e+23,3.77996e+11,0.293769,4.57389e+31,0.03468,0.000374449,3.93066e-09,3.90031e-57,3.45581e+15,1.53034e+16,1.22769e+12,1.87605e+16,5.83227e+16,2.12925e+09
1.01384e+07,133268,8.34874e+06,5.84506e+26,2.21144e+23,3.97593e+11,0.294076,4.54967e+31,0.03468,0.000373236,3.88525e-09,3.80229e-57,3.44926e+15,1.5278e+16,1.22511e+12,1.87285e+16,6.42485e+16,2.12461e+09
1.06384e+07,133108,8.34412e+06,6.74837e+26,2.54802e+23,4.17188e+11,0.2944,4.52436e+31,0.03468,0.000371966,3.83811e-09,3.70197e-57,3.44239e+15,1.52513e+16,1.2224e+12,1.86949e+16,7.04169e+16,2.11976e+09
1.11384e+07,132942,8.33928e+06,7.73948e+26,2.91603e+23,4.36781e+11,0.29474,4.49799e+31,0.03468,0.000370639,3.78933e-09,3.59968e-57,3.43521e+15,1.52234e+16,1.21956e+12,1.86598e+16,7.682e+16,2.11471e+09
1.16384e+07,132768,8.33423e+06,8.82232e+26,3.31663e+23,4.56372e+11,0.295095,4.47058e+31,0.03468,0.000369257,3.73897e-09,3.49573e-57,3.42772e+15,1.51942e+16,1.21661e+12,1.86231e+16,8.34495e+16,2.10945e+09
1.21384e+07,132586,8.32895e+06,1.00007e+27,3.75092e+23,4.75961e+11,0.295467,4.44214e+31,0.03468,0.00036782,3.68712e-09,3.39043e-57,3.41992e+15,1.51638e+16,1.21353e+12,1.8585e+16,9.02969e+16,2.104e+09
1.26384e+07,132397,8.32346e+06,1.12785e+27,4.21999e+23,4.95549e+11,0.295854,4.41271e+31,0.03468,0.000366329,3.63387e-09,3.28409e-57,3.41181e+15,1.51323e+16,1.21034e+12,1.85453e+16,9.73533e+16,2.09834e+09
1.31384e+07,132201,8.31775e+06,1.26596e+27,4.72484e+23,5.15133e+11,0.296258,4.3823e+31,0.03468,0.000364784,3.57929e-09,3.17701e-57,3.40339e+15,1.50995e+16,1.20702e+12,1.85041e+16,1.0461e+17,2.09248e+09
1.36384e+07,131998,8.31183e+06,1.41475e+27,5.26646e+23,5.34716e+11,0.296678,4.35094e+31,0.03468,0.000363187,3.52347e-09,3.06949e-57,3.39467e+15,1.50655e+16,1.20358e+12,1.84614e+16,1.12057e+17,2.08643e+09
