X = 0.734
Y = 0.25
Z = 0.016
mu = 0.601142
Radius,Density,Temp,Mass,Lum,OptD,Kff,KH,Kes,PP,CNO,3a,Deg,Gas,Rad,TotPres, dLdr, dPdT
0,0,0,0,0,0,-nan,0,0.03468,0,0,0,0,0,0,0,0,0
100,500000,5.54626e+06,2.0944e+06,571.221,1.55265e+06,3.10531,2.22083e+30,0.03468,0.000272738,4.25609e-12,8.18881e-64,3.12465e+16,3.80794e+16,2.38611e+11,6.93262e+16,1.71366e+07,6.86586e+09
1.01507e+06,499804,5.54511e+06,2.18998e+24,5.96855e+20,1.57593e+12,3.10672,2.21625e+30,0.03468,0.000272405,4.23687e-12,8.10795e-64,3.12261e+16,3.80566e+16,2.38413e+11,6.9283e+16,1.76284e+15,6.86203e+09
2.13258e+06,499134,5.54117e+06,2.02921e+25,5.51656e+21,3.31132e+12,3.11151,2.20067e+30,0.03468,0.000271269,4.1719e-12,7.83783e-64,3.11564e+16,3.79787e+16,2.37737e+11,6.91353e+16,7.73821e+15,6.84812e+09
3.17315e+06,498084,5.53501e+06,6.67626e+25,1.80788e+22,4.92764e+12,3.11906,2.17644e+30,0.03468,0.000269496,4.07194e-12,7.43189e-64,3.10473e+16,3.78566e+16,2.36681e+11,6.89041e+16,1.69843e+16,6.82637e+09
4.74834e+06,495720,5.52111e+06,2.23076e+26,5.9875e+22,7.37569e+12,3.13617,2.12267e+30,0.03468,0.000265532,3.85474e-12,6.59021e-64,3.0802e+16,3.75822e+16,2.34312e+11,6.83844e+16,3.72945e+16,6.77744e+09
5.81502e+06,493593,5.50858e+06,4.08663e+26,1.08817e+23,9.03464e+12,3.15171,2.07525e+30,0.03468,0.000262001,3.66858e-12,5.91238e-64,3.05821e+16,3.73362e+16,2.32193e+11,6.79185e+16,5.49522e+16,6.73353e+09
7.12483e+06,490412,5.48979e+06,7.48789e+26,1.97016e+23,1.10734e+13,3.17522,2.00592e+30,0.03468,0.00025678,3.40537e-12,5.02184e-64,3.02543e+16,3.6969e+16,2.29041e+11,6.72236e+16,8.03306e+16,6.66797e+09
8.73335e+06,485663,5.46164e+06,1.37107e+27,3.54346e+23,1.35803e+13,3.21092,1.90592e+30,0.03468,0.000249117,3.04441e-12,3.92791e-64,2.97676e+16,3.64232e+16,2.24379e+11,6.61911e+16,1.15961e+17,6.57039e+09
1.07096e+07,478595,5.41951e+06,2.50638e+27,6.30652e+23,1.66661e+13,3.26546,1.76462e+30,0.03468,0.000238003,2.57162e-12,2.71295e-64,2.90491e+16,3.56163e+16,2.17535e+11,6.46655e+16,1.64175e+17,6.42583e+09
1.31397e+07,468126,5.35657e+06,4.56856e+27,1.10455e+24,2.04713e+13,3.34946,1.57107e+30,0.03468,0.000222171,1.99369e-12,1.55253e-64,2.79977e+16,3.44326e+16,2.07605e+11,6.24306e+16,2.25649e+17,6.21319e+09
1.61322e+07,452731,5.26285e+06,8.28907e+27,1.88867e+24,2.51771e+13,3.48049,1.31808e+30,0.03468,0.000200217,1.35701e-12,6.67869e-65,2.64801e+16,3.27176e+16,1.93453e+11,5.91979e+16,2.96442e+17,5.90376e+09
1.98256e+07,430338,5.12388e+06,1.49323e+28,3.11724e+24,3.10224e+13,3.68888,1.01002e+30,0.03468,0.000170995,7.57318e-13,1.85897e-65,2.43333e+16,3.02782e+16,1.73815e+11,5.46117e+16,3.63459e+17,5.46083e+09
2.44001e+07,398302,4.91918e+06,2.66067e+28,4.88842e+24,3.83325e+13,4.03041,6.73244e+29,0.03468,0.00013445,3.11403e-13,2.64847e-66,2.13898e+16,2.69046e+16,1.4766e+11,4.82945e+16,4.0065e+17,4.84251e+09
3.00972e+07,353620,4.62061e+06,4.66221e+28,7.13502e+24,4.75711e+13,4.61694,3.61068e+29,0.03468,9.29198e-05,7.95221e-14,1.32774e-67,1.7542e+16,2.24365e+16,1.14944e+11,3.99786e+16,3.74031e+17,4.01241e+09
3.72553e+07,293700,4.19148e+06,7.96238e+28,9.46893e+24,5.944e+13,5.70259,1.36864e+29,0.03468,5.22577e-05,9.49425e-15,1.2568e-69,1.28733e+16,1.69041e+16,7.78325e+10,2.97775e+16,2.67696e+17,2.96489e+09
4.63805e+07,218187,3.58807e+06,1.30677e+29,1.12324e+25,7.50947e+13,7.97979,2.91202e+28,0.03468,2.08472e-05,3.19893e-16,0,7.8445e+15,1.075e+16,4.1796e+10,1.85946e+16,1.22958e+17,1.77162e+09
5.83134e+07,132243,2.76608e+06,2.01369e+29,1.2018e+25,9.66791e+13,13.9721,2.1802e+27,0.03468,4.46279e-06,1.09374e-18,0,3.40518e+15,5.02294e+15,1.47621e+10,8.42813e+15,2.52189e+16,7.51281e+08
7.27885e+07,58102,1.81238e+06,2.72398e+29,1.21512e+25,1.24988e+14,34.5055,3.21638e+25,0.03468,3.61379e-07,1.06608e-22,0,8.64643e+14,1.44598e+15,2.72074e+09,2.31062e+15,1.39795e+15,1.9905e+08
8.88645e+07,15743.1,866296,3.13621e+29,1.21565e+25,1.56419e+14,183.213,2.18059e+22,0.03468,5.11131e-09,1.20529e-29,0,9.81e+13,1.87274e+14,1.42022e+08,2.85374e+14,7.98526e+12,5.17356e+07
1.00269e+08,4088.16,273898,3.22818e+29,1.21565e+25,1.87569e+14,4011.78,3.50824e+17,0.03468,1.32635e-11,3.49926e-40,0,1.03689e+13,1.53758e+13,1.4192e+06,2.57447e+13,6.8506e+09,1.21577e+07
1.04309e+08,1049.46,118799,3.24008e+29,1.21565e+25,2.52361e+14,28817.5,9.65674e+13,0.03468,1.20502e-13,5.42234e-48,0,1.07513e+12,1.71198e+12,50227.6,2.78711e+12,1.72907e+07,3.43326e+06
1.05889e+08,285.888,61805.6,3.2415e+29,1.21565e+25,3.04263e+14,114174,1.40727e+11,0.03468,2.40482e-15,3.32725e-54,0,1.23077e+11,2.4263e+11,3679.6,3.65707e+11,96869.9,0.158822
