X = 0.734
Y = 0.25
Z = 0.016
mu = 0.601142
Radius,Density,Temp,Mass,Lum,OptD,Kff,KH,Kes,PP,CNO,3a,Deg,Gas,Rad,TotPres, dLdr, dPdT
0,0,0,0,0,0,-nan,0,0.03468,0,0,0,0,0,0,0,0,0
100,140796,8.74984e+06,589765,280.579,36511.5,0.259322,7.13387e+31,0.03468,0.000475736,1.04431e-08,3.34551e-56,3.78009e+15,1.69165e+16,1.47805e+12,2.06981e+16,8.41737e+06,2.17698e+09
100427,140796,8.74983e+06,5.97355e+20,2.84189e+17,3.66313e+09,0.259322,7.13383e+31,0.03468,0.000475735,1.0443e-08,3.34542e-56,3.78009e+15,1.69165e+16,1.47805e+12,2.06981e+16,8.48939e+12,2.17697e+09
200683,140795,8.74982e+06,4.76662e+21,2.26768e+18,7.32363e+09,0.259323,7.13372e+31,0.03468,0.00047573,1.04426e-08,3.34516e-56,3.78006e+15,1.69164e+16,1.47804e+12,2.06979e+16,3.38992e+13,2.17696e+09
301911,140795,8.7498e+06,1.62298e+22,7.72112e+18,1.10196e+10,0.259324,7.13352e+31,0.03468,0.000475722,1.0442e-08,3.34472e-56,3.78003e+15,1.69163e+16,1.47802e+12,2.06978e+16,7.67213e+13,2.17694e+09
403027,140793,8.74976e+06,3.86079e+22,1.8367e+19,1.47115e+10,0.259326,7.13325e+31,0.03468,0.000475711,1.04411e-08,3.3441e-56,3.77998e+15,1.69161e+16,1.478e+12,2.06975e+16,1.36714e+14,2.1769e+09
504279,140792,8.74972e+06,7.56282e+22,3.59781e+19,1.84084e+10,0.259329,7.13289e+31,0.03468,0.000475697,1.044e-08,3.34331e-56,3.77991e+15,1.69158e+16,1.47797e+12,2.06972e+16,2.14027e+14,2.17686e+09
606322,140790,8.74967e+06,1.31455e+23,6.25349e+19,2.21341e+10,0.259332,7.13246e+31,0.03468,0.000475679,1.04386e-08,3.34233e-56,3.77983e+15,1.69155e+16,1.47794e+12,2.06968e+16,3.09394e+14,2.17681e+09
707552,140788,8.7496e+06,2.089e+23,9.93737e+19,2.58301e+10,0.259336,7.13194e+31,0.03468,0.000475658,1.0437e-08,3.34118e-56,3.77973e+15,1.69151e+16,1.4779e+12,2.06963e+16,4.21304e+14,2.17675e+09
809396,140785,8.74953e+06,3.12711e+23,1.48752e+20,2.95486e+10,0.25934,7.13135e+31,0.03468,0.000475634,1.04351e-08,3.33984e-56,3.77962e+15,1.69146e+16,1.47785e+12,2.06957e+16,5.5128e+14,2.17668e+09
912169,140783,8.74945e+06,4.47589e+23,2.12904e+20,3.3301e+10,0.259345,7.13067e+31,0.03468,0.000475606,1.04329e-08,3.33831e-56,3.77949e+15,1.69141e+16,1.47779e+12,2.06951e+16,7.00109e+14,2.17651e+09
