X = 0.734
Y = 0.25
Z = 0.016
mu = 0.601142
Radius,Density,Temp,Mass,Lum,OptD,Kff,KH,Kes,PP,CNO,3a,Deg,Gas,Rad,TotPres, dLdr, dPdT
0,0,0,0,0,0,-nan,0,0.03468,0,0,0,0,0,0,0,0,0
0.01,274658,2.36592e+07,1.15049e+06,9.31928e+06,9525.15,0.0127345,7.69886e+35,0.03468,0.0496099,8.05069,1.29678e-36,1.15126e+16,8.92305e+16,7.90115e+13,1.00822e+17,2795.78,2.91182e+09
10709,274658,2.36592e+07,1.41296e+18,1.14454e+19,1.02014e+08,0.0127345,7.69886e+35,0.03468,0.0496099,8.05069,1.29678e-36,1.15126e+16,8.92305e+16,7.90115e+13,1.00822e+17,3.2063e+15,2.91182e+09
21268.7,274658,2.36592e+07,1.10688e+19,8.96608e+19,2.02597e+08,0.0127345,7.69886e+35,0.03468,0.0496099,8.05069,1.29678e-36,1.15126e+16,8.92305e+16,7.90115e+13,1.00822e+17,1.26469e+16,2.91182e+09
32102.2,274658,2.36592e+07,3.80613e+19,3.08308e+20,3.05787e+08,0.0127345,7.69885e+35,0.03468,0.0496099,8.05068,1.29678e-36,1.15126e+16,8.92305e+16,7.90115e+13,1.00822e+17,2.88119e+16,2.91182e+09
42240.6,274658,2.36592e+07,8.67106e+19,7.02381e+20,4.02358e+08,0.0127345,7.69885e+35,0.03468,0.0496099,8.05068,1.29677e-36,1.15126e+16,8.92304e+16,7.90115e+13,1.00822e+17,4.98843e+16,2.91182e+09
55581,274658,2.36592e+07,1.97542e+20,1.60015e+21,5.29427e+08,0.0127345,7.69885e+35,0.03468,0.0496099,8.05067,1.29677e-36,1.15126e+16,8.92304e+16,7.90114e+13,1.00822e+17,8.63685e+16,2.91182e+09
73134.5,274658,2.36592e+07,4.50037e+20,3.64543e+21,6.96627e+08,0.0127345,7.69884e+35,0.03468,0.0496098,8.05065,1.29676e-36,1.15126e+16,8.92304e+16,7.90114e+13,1.00822e+17,1.49536e+17,2.91182e+09
83892,274658,2.36592e+07,6.7927e+20,5.50227e+21,7.99093e+08,0.0127345,7.69883e+35,0.03468,0.0496098,8.05064,1.29676e-36,1.15126e+16,8.92304e+16,7.90114e+13,1.00822e+17,1.96762e+17,2.91182e+09
96231.8,274658,2.36592e+07,1.02527e+21,8.30493e+21,9.16631e+08,0.0127345,7.69883e+35,0.03468,0.0496098,8.05062,1.29675e-36,1.15126e+16,8.92304e+16,7.90114e+13,1.00822e+17,2.58903e+17,2.91182e+09
110387,274658,2.36592e+07,1.5475e+21,1.25351e+22,1.05146e+09,0.0127345,7.69882e+35,0.03468,0.0496098,8.0506,1.29675e-36,1.15126e+16,8.92303e+16,7.90113e+13,1.00822e+17,3.40668e+17,2.91182e+09
126624,274658,2.36592e+07,2.33574e+21,1.892e+22,1.20612e+09,0.0127345,7.69881e+35,0.03468,0.0496097,8.05057,1.29674e-36,1.15126e+16,8.92303e+16,7.90113e+13,1.00822e+17,4.48256e+17,2.91182e+09
145249,274658,2.36592e+07,3.52549e+21,2.85572e+22,1.38353e+09,0.0127345,7.69879e+35,0.03468,0.0496096,8.05053,1.29672e-36,1.15125e+16,8.92302e+16,7.90112e+13,1.00822e+17,5.8982e+17,2.91181e+09
166614,274658,2.36592e+07,5.32124e+21,4.3103e+22,1.58703e+09,0.0127345,7.69877e+35,0.03468,0.0496096,8.05048,1.29671e-36,1.15125e+16,8.92301e+16,7.90111e+13,1.00822e+17,7.76092e+17,2.91181e+09
191121,274657,2.36592e+07,8.03169e+21,6.50578e+22,1.82046e+09,0.0127345,7.69874e+35,0.03468,0.0496094,8.05042,1.29668e-36,1.15125e+16,8.923e+16,7.9011e+13,1.00822e+17,1.02119e+18,2.91181e+09
219234,274657,2.36591e+07,1.21227e+22,9.81953e+22,2.08824e+09,0.0127345,7.6987e+35,0.03468,0.0496093,8.05033,1.29665e-36,1.15125e+16,8.92299e+16,7.90108e+13,1.00821e+17,1.34368e+18,2.91181e+09
251481,274657,2.36591e+07,1.82976e+22,1.48211e+23,2.3954e+09,0.0127345,7.69865e+35,0.03468,0.0496091,8.05022,1.29661e-36,1.15125e+16,8.92297e+16,7.90106e+13,1.00821e+17,1.76801e+18,2.9118e+09
288472,274656,2.36591e+07,2.76178e+22,2.23702e+23,2.74774e+09,0.0127346,7.69859e+35,0.03468,0.0496088,8.05007,1.29656e-36,1.15124e+16,8.92295e+16,7.90104e+13,1.00821e+17,2.32634e+18,2.9118e+09
330903,274655,2.36591e+07,4.16852e+22,3.37643e+23,3.1519e+09,0.0127346,7.6985e+35,0.03468,0.0496085,8.04987,1.29649e-36,1.15124e+16,8.92291e+16,7.901e+13,1.00821e+17,3.06096e+18,2.91179e+09
379577,274654,2.36591e+07,6.29181e+22,5.09615e+23,3.61552e+09,0.0127346,7.69839e+35,0.03468,0.049608,8.04962,1.2964e-36,1.15123e+16,8.92287e+16,7.90096e+13,1.0082e+17,4.02753e+18,2.91179e+09
429577,274653,2.3659e+07,9.12007e+22,7.38678e+23,4.09177e+09,0.0127347,7.69826e+35,0.03468,0.0496075,8.04931,1.29629e-36,1.15122e+16,8.92282e+16,7.9009e+13,1.00819e+17,5.15826e+18,2.91178e+09
479577,274652,2.3659e+07,1.26896e+23,1.02777e+24,4.56801e+09,0.0127347,7.69811e+35,0.03468,0.0496069,8.04898,1.29617e-36,1.15122e+16,8.92277e+16,7.90084e+13,1.00819e+17,6.42862e+18,2.91177e+09
529577,274651,2.36589e+07,1.70868e+23,1.38387e+24,5.04426e+09,0.0127348,7.69794e+35,0.03468,0.0496063,8.0486,1.29604e-36,1.15121e+16,8.92271e+16,7.90078e+13,1.00818e+17,7.83858e+18,2.91176e+09
