X = 0.734
Y = 0.25
Z = 0.016
mu = 0.601142
Radius,Density,Temp,Mass,Lum,OptD,Kff,KH,Kes,PP,CNO,3a,Deg,Gas,Rad,TotPres, dLdr, dPdT
0,0,0,0,0,0,-nan,0,0.03468,0,0,0,0,0,0,0,0,0
100,153024,9.50605e+06,640984,461.76,31471.3,0.205663,1.56823e+32,0.03468,0.000720334,5.90743e-08,1.51634e-54,4.34292e+15,1.99746e+16,2.05916e+12,2.43196e+16,1.38528e+07,2.17698e+09
100427,153023,9.50604e+06,6.49232e+20,4.67702e+17,3.15746e+09,0.205663,1.56822e+32,0.03468,0.000720332,5.90736e-08,1.5163e-54,4.34291e+15,1.99746e+16,2.05916e+12,2.43196e+16,1.39713e+13,2.17697e+09
200683,153023,9.50603e+06,5.18057e+21,3.73202e+18,6.31264e+09,0.205664,1.56819e+32,0.03468,0.000720325,5.90715e-08,1.51618e-54,4.34289e+15,1.99745e+16,2.05914e+12,2.43194e+16,5.57894e+13,2.17696e+09
301911,153022,9.506e+06,1.76392e+22,1.2707e+19,9.49841e+09,0.205665,1.56815e+32,0.03468,0.000720313,5.90679e-08,1.51598e-54,4.34285e+15,1.99743e+16,2.05912e+12,2.43192e+16,1.26263e+14,2.17694e+09
403027,153021,9.50596e+06,4.19609e+22,3.02274e+19,1.26807e+10,0.205667,1.56809e+32,0.03468,0.000720296,5.90629e-08,1.5157e-54,4.34279e+15,1.99741e+16,2.05909e+12,2.43189e+16,2.24996e+14,2.1769e+09
504279,153019,9.50592e+06,8.21962e+22,5.92106e+19,1.58672e+10,0.205669,1.56801e+32,0.03468,0.000720274,5.90565e-08,1.51534e-54,4.34271e+15,1.99738e+16,2.05905e+12,2.43185e+16,3.52233e+14,2.17686e+09
606322,153017,9.50586e+06,1.42872e+23,1.02916e+20,1.90786e+10,0.205671,1.56791e+32,0.03468,0.000720247,5.90485e-08,1.51489e-54,4.34261e+15,1.99734e+16,2.059e+12,2.43181e+16,5.09182e+14,2.17681e+09
707552,153015,9.50579e+06,2.27042e+23,1.63543e+20,2.22644e+10,0.205674,1.5678e+32,0.03468,0.000720215,5.90392e-08,1.51437e-54,4.3425e+15,1.99729e+16,2.05894e+12,2.43175e+16,6.93357e+14,2.17675e+09
809396,153012,9.50571e+06,3.39868e+23,2.44807e+20,2.54696e+10,0.205678,1.56767e+32,0.03468,0.000720178,5.90284e-08,1.51376e-54,4.34237e+15,1.99724e+16,2.05887e+12,2.43168e+16,9.07262e+14,2.17668e+09
912169,153009,9.50562e+06,4.8646e+23,3.50385e+20,2.8704e+10,0.205682,1.56752e+32,0.03468,0.000720136,5.9016e-08,1.51306e-54,4.34222e+15,1.99718e+16,2.05879e+12,2.43161e+16,1.1522e+15,2.17651e+09
1.0165e+06,153005,9.50552e+06,6.73184e+23,4.84858e+20,3.19873e+10,0.205686,1.56735e+32,0.03468,0.000720088,5.90019e-08,1.51227e-54,4.34205e+15,1.99711e+16,2.0587e+12,2.43152e+16,1.4307e+15,2.17636e+09
1.1996e+06,152998,9.50531e+06,1.10641e+24,7.96821e+20,3.77498e+10,0.205695,1.567e+32,0.03468,0.00071999,5.89735e-08,1.51068e-54,4.34171e+15,1.99697e+16,2.05852e+12,2.43135e+16,1.9922e+15,2.17612e+09
1.35443e+06,152991,9.50511e+06,1.59242e+24,1.14675e+21,4.26222e+10,0.205704,1.56667e+32,0.03468,0.000719896,5.89458e-08,1.50912e-54,4.34137e+15,1.99684e+16,2.05835e+12,2.43118e+16,2.53916e+15,2.17577e+09
1.56318e+06,152980,9.5048e+06,2.44792e+24,1.76261e+21,4.91917e+10,0.205717,1.56615e+32,0.03468,0.00071975,5.89031e-08,1.50673e-54,4.34086e+15,1.99663e+16,2.05808e+12,2.43092e+16,3.38125e+15,2.17523e+09
1.83602e+06,152963,9.50432e+06,3.96624e+24,2.85534e+21,5.77783e+10,0.205737,1.56536e+32,0.03468,0.000719528,5.88382e-08,1.5031e-54,4.34007e+15,1.99631e+16,2.05767e+12,2.43053e+16,4.66269e+15,2.17442e+09
2.1851e+06,152938,9.50361e+06,6.68526e+24,4.81144e+21,6.8764e+10,0.205768,1.56417e+32,0.03468,0.000719192,5.87402e-08,1.49762e-54,4.33888e+15,1.99583e+16,2.05704e+12,2.42993e+16,6.6001e+15,2.17323e+09
2.62531e+06,152900,9.50252e+06,1.15926e+25,8.33978e+21,8.26171e+10,0.205814,1.56237e+32,0.03468,0.000718686,5.85925e-08,1.48939e-54,4.33709e+15,1.99511e+16,2.05611e+12,2.42903e+16,9.51819e+15,2.17183e+09
3.12531e+06,152849,9.50105e+06,1.95538e+25,1.4059e+22,9.83515e+10,0.205877,1.55993e+32,0.03468,0.000717999,5.83927e-08,1.47828e-54,4.33465e+15,1.99413e+16,2.05483e+12,2.4278e+16,1.34715e+16,2.1702e+09
3.62531e+06,152788,9.49933e+06,3.05129e+25,2.19239e+22,1.14085e+11,0.205951,1.55708e+32,0.03468,0.000717194,5.81589e-08,1.46535e-54,4.33179e+15,1.99298e+16,2.05334e+12,2.42636e+16,1.80993e+16,2.16835e+09
4.12531e+06,152719,9.49734e+06,4.49469e+25,3.22699e+22,1.29819e+11,0.206036,1.5538e+32,0.03468,0.000716271,5.78918e-08,1.45065e-54,4.32851e+15,1.99166e+16,2.05163e+12,2.42472e+16,2.33953e+16,2.16629e+09
4.62531e+06,152641,9.49511e+06,6.33315e+25,4.54297e+22,1.45551e+11,0.206132,1.55012e+32,0.03468,0.00071523,5.75917e-08,1.43423e-54,4.32482e+15,1.99017e+16,2.0497e+12,2.42286e+16,2.93523e+16,2.164e+09
5.12531e+06,152554,9.49262e+06,8.61408e+25,6.17316e+22,1.61283e+11,0.206239,1.54602e+32,0.03468,0.000714072,5.72591e-08,1.41615e-54,4.32071e+15,1.98852e+16,2.04755e+12,2.42079e+16,3.59625e+16,2.16149e+09
5.62531e+06,152458,9.48987e+06,1.13848e+26,8.15002e+22,1.77014e+11,0.206357,1.54152e+32,0.03468,0.000712799,5.68947e-08,1.39649e-54,4.31619e+15,1.98669e+16,2.04518e+12,2.41851e+16,4.3217e+16,2.15877e+09
6.12531e+06,152353,9.48687e+06,1.46923e+26,1.05055e+23,1.92744e+11,0.206486,1.53661e+32,0.03468,0.000711409,5.64991e-08,1.37531e-54,4.31126e+15,1.9847e+16,2.0426e+12,2.41603e+16,5.1106e+16,2.15583e+09
6.62531e+06,152240,9.48362e+06,1.85837e+26,1.32711e+23,2.08474e+11,0.206626,1.5313e+32,0.03468,0.000709905,5.6073e-08,1.35269e-54,4.30591e+15,1.98254e+16,2.0398e+12,2.41334e+16,5.96191e+16,2.15267e+09
7.12531e+06,152118,9.48011e+06,2.31055e+26,1.64778e+23,2.24202e+11,0.206778,1.5256e+32,0.03468,0.000708287,5.56172e-08,1.32872e-54,4.30015e+15,1.98022e+16,2.03678e+12,2.41044e+16,6.87449e+16,2.1493e+09
7.62531e+06,151987,9.47635e+06,2.83043e+26,2.01558e+23,2.39929e+11,0.20694,1.51951e+32,0.03468,0.000706555,5.51323e-08,1.30348e-54,4.29399e+15,1.97773e+16,2.03355e+12,2.40733e+16,7.84713e+16,2.14571e+09
8.12531e+06,151847,9.47234e+06,3.42263e+26,2.43349e+23,2.55655e+11,0.207114,1.51303e+32,0.03468,0.000704711,5.46193e-08,1.27706e-54,4.28742e+15,1.97508e+16,2.03011e+12,2.40402e+16,8.87853e+16,2.14191e+09
8.62531e+06,151699,9.46807e+06,4.09176e+26,2.90442e+23,2.71379e+11,0.207299,1.50618e+32,0.03468,0.000702756,5.40791e-08,1.24956e-54,4.28044e+15,1.97226e+16,2.02645e+12,2.40051e+16,9.96734e+16,2.1379e+09
9.12531e+06,151542,9.46356e+06,4.84239e+26,3.43119e+23,2.87103e+11,0.207495,1.49894e+32,0.03468,0.00070069,5.35124e-08,1.22106e-54,4.27306e+15,1.96928e+16,2.02259e+12,2.39679e+16,1.11121e+17,2.13368e+09
9.62531e+06,151376,9.45879e+06,5.67906e+26,4.01658e+23,3.02824e+11,0.207703,1.49134e+32,0.03468,0.000698514,5.29204e-08,1.19167e-54,4.26528e+15,1.96614e+16,2.01851e+12,2.39287e+16,1.23113e+17,2.12925e+09
1.01253e+07,151202,9.45377e+06,6.60629e+26,4.66325e+23,3.18545e+11,0.207922,1.48338e+32,0.03468,0.00069623,5.2304e-08,1.16147e-54,4.25711e+15,1.96283e+16,2.01423e+12,2.38874e+16,1.35634e+17,2.12461e+09
1.06253e+07,151019,9.44849e+06,7.62857e+26,5.37383e+23,3.34264e+11,0.208152,1.47506e+32,0.03468,0.000693839,5.16641e-08,1.13058e-54,4.24854e+15,1.95937e+16,2.00974e+12,2.38442e+16,1.48668e+17,2.11976e+09
1.11253e+07,150828,9.44297e+06,8.75034e+26,6.15082e+23,3.49981e+11,0.208393,1.46639e+32,0.03468,0.000691342,5.10019e-08,1.09908e-54,4.23957e+15,1.95574e+16,2.00505e+12,2.3799e+16,1.62197e+17,2.11471e+09
1.16253e+07,150628,9.4372e+06,9.97602e+26,6.99666e+23,3.65696e+11,0.208646,1.45738e+32,0.03468,0.00068874,5.03185e-08,1.06708e-54,4.23022e+15,1.95196e+16,2.00015e+12,2.37518e+16,1.76203e+17,2.10945e+09
1.21253e+07,150420,9.43118e+06,1.131e+27,7.9137e+23,3.8141e+11,0.20891,1.44803e+32,0.03468,0.000686035,4.96148e-08,1.03467e-54,4.22048e+15,1.94802e+16,1.99505e+12,2.37026e+16,1.90669e+17,2.104e+09
1.26253e+07,150204,9.42491e+06,1.27566e+27,8.90418e+23,3.97122e+11,0.209185,1.43835e+32,0.03468,0.000683228,4.88922e-08,1.00194e-54,4.21036e+15,1.94392e+16,1.98975e+12,2.36515e+16,2.05575e+17,2.09834e+09
1.31253e+07,149979,9.4184e+06,1.43202e+27,9.97025e+23,4.12832e+11,0.209473,1.42836e+32,0.03468,0.000680319,4.81516e-08,9.68999e-55,4.19985e+15,1.93967e+16,1.98426e+12,2.35985e+16,2.20903e+17,2.09248e+09
1.36253e+07,149745,9.41163e+06,1.60049e+27,1.1114e+24,4.2854e+11,0.209771,1.41805e+32,0.03468,0.000677312,4.73942e-08,9.35929e-55,4.18897e+15,1.93526e+16,1.97856e+12,2.35435e+16,2.36633e+17,2.08643e+09
1.41253e+07,149504,9.40462e+06,1.78151e+27,1.23373e+24,4.44245e+11,0.210081,1.40743e+32,0.03468,0.000674206,4.66213e-08,9.02819e-55,4.17771e+15,1.9307e+16,1.97267e+12,2.34866e+16,2.52744e+17,2.08018e+09
1.46253e+07,149254,9.39736e+06,1.97549e+27,1.36422e+24,4.59949e+11,0.210403,1.39652e+32,0.03468,0.000671005,4.58339e-08,8.69757e-55,4.16608e+15,1.92598e+16,1.96659e+12,2.34279e+16,2.69216e+17,2.07375e+09
1.51253e+07,148996,9.38986e+06,2.18285e+27,1.50302e+24,4.7565e+11,0.210737,1.38532e+32,0.03468,0.000667708,4.50332e-08,8.36825e-55,4.15408e+15,1.92112e+16,1.96032e+12,2.33672e+16,2.86028e+17,2.06711e+09
1.56253e+07,148730,9.38212e+06,2.40399e+27,1.65032e+24,4.9135e+11,0.211082,1.37384e+32,0.03468,0.000664319,4.42205e-08,8.04101e-55,4.14172e+15,1.9161e+16,1.95386e+12,2.33047e+16,3.03159e+17,2.06029e+09
1.61253e+07,148455,9.37413e+06,2.63931e+27,1.80625e+24,5.07046e+11,0.211439,1.36209e+32,0.03468,0.000660837,4.33969e-08,7.71661e-55,4.12899e+15,1.91094e+16,1.94721e+12,2.32403e+16,3.20586e+17,2.05329e+09
1.66253e+07,148173,9.36589e+06,2.88922e+27,1.97097e+24,5.2274e+11,0.211808,1.35007e+32,0.03468,0.000657266,4.25636e-08,7.39576e-55,4.11591e+15,1.90563e+16,1.94038e+12,2.31742e+16,3.38289e+17,2.0461e+09
1.71253e+07,147883,9.35742e+06,3.15412e+27,2.1446e+24,5.38432e+11,0.212188,1.3378e+32,0.03468,0.000653607,4.17217e-08,7.07913e-55,4.10248e+15,1.90017e+16,1.93337e+12,2.31062e+16,3.56245e+17,2.03872e+09
1.76253e+07,147584,9.3487e+06,3.43438e+27,2.32728e+24,5.54121e+11,0.212581,1.32529e+32,0.03468,0.000649862,4.08725e-08,6.76733e-55,4.0887e+15,1.89458e+16,1.92617e+12,2.30364e+16,3.74431e+17,2.03117e+09
1.81253e+07,147278,9.33974e+06,3.7304e+27,2.5191e+24,5.69808e+11,0.212986,1.31254e+32,0.03468,0.000646032,4.0017e-08,6.46095e-55,4.07457e+15,1.88883e+16,1.9188e+12,2.29648e+16,3.92826e+17,2.02343e+09
1.86253e+07,146964,9.33055e+06,4.04255e+27,2.72016e+24,5.85491e+11,0.213402,1.29957e+32,0.03468,0.000642119,3.91565e-08,6.16051e-55,4.0601e+15,1.88295e+16,1.91126e+12,2.28915e+16,4.11405e+17,2.01552e+09
1.91253e+07,146642,9.32111e+06,4.37121e+27,2.93056e+24,6.01172e+11,0.213831,1.28638e+32,0.03468,0.000638125,3.8292e-08,5.8665e-55,4.04529e+15,1.87693e+16,1.90354e+12,2.28165e+16,4.30148e+17,2.00744e+09
