X = 0.734
Y = 0.25
Z = 0.016
mu = 0.601142
Radius,Density,Temp,Mass,Lum,OptD,Kff,KH,Kes,PP,CNO,3a,Deg,Gas,Rad,TotPres, dLdr, dPdT
0,0,0,0,0,0,-nan,0,0.03468,0,0,0,0,0,0,0,0,0
100,500000,6.28058e+06,2.0944e+06,939.3,1.00479e+06,2.00958,6.8001e+30,0.03468,0.000448483,5.05371e-11,1.94635e-61,3.12465e+16,4.31212e+16,3.92365e+11,7.43681e+16,2.8179e+07,6.86586e+09
1.04586e+06,499803,6.27929e+06,2.39538e+24,1.07351e+21,1.05079e+12,2.01047,6.78619e+30,0.03468,0.000447938,5.0311e-11,1.92731e-61,3.1226e+16,4.30953e+16,3.92042e+11,7.43218e+16,3.07732e+15,6.86203e+09
2.19728e+06,499131,6.27489e+06,2.21953e+25,9.92225e+21,2.20787e+12,2.01352,6.73893e+30,0.03468,0.000446081,4.95465e-11,1.86368e-61,3.1156e+16,4.30071e+16,3.90944e+11,7.41635e+16,1.35085e+16,6.84812e+09
3.26941e+06,498076,6.26798e+06,7.3024e+25,3.25178e+22,3.28552e+12,2.0183,6.6654e+30,0.03468,0.000443182,4.837e-11,1.76802e-61,3.10464e+16,4.2869e+16,3.89225e+11,7.39158e+16,2.96501e+16,6.82637e+09
4.89239e+06,495701,6.2524e+06,2.43995e+26,1.077e+23,4.91756e+12,2.02916,6.50218e+30,0.03468,0.000436699,4.58129e-11,1.56953e-61,3.08e+16,4.25585e+16,3.85369e+11,7.33589e+16,6.51109e+16,6.77744e+09
5.99144e+06,493565,6.23836e+06,4.46985e+26,1.95742e+23,6.02341e+12,2.03902,6.35824e+30,0.03468,0.000430926,4.36202e-11,1.40952e-61,3.05792e+16,4.22801e+16,3.8192e+11,7.28596e+16,9.59444e+16,6.73353e+09
7.34101e+06,490371,6.21731e+06,8.18999e+26,3.54417e+23,7.38226e+12,2.05393,6.14771e+30,0.03468,0.000422386,4.05183e-11,1.19904e-61,3.025e+16,4.18646e+16,3.7679e+11,7.2115e+16,1.40267e+17,6.66797e+09
8.99838e+06,485601,6.18576e+06,1.49961e+27,6.375e+23,9.05276e+12,2.07657,5.84395e+30,0.03468,0.000409853,3.62611e-11,9.40007e-62,2.97613e+16,4.12471e+16,3.692e+11,7.10087e+16,2.0251e+17,6.57039e+09
1.10347e+07,478504,6.13854e+06,2.7413e+27,1.13475e+24,1.11084e+13,2.11114,5.41454e+30,0.03468,0.000391673,3.06781e-11,6.51526e-62,2.90399e+16,4.03341e+16,3.58057e+11,6.93743e+16,2.86773e+17,6.42583e+09
1.35387e+07,467995,6.06803e+06,4.99665e+27,1.98786e+24,1.36421e+13,2.16435,4.8259e+30,0.03468,0.000365769,2.38411e-11,3.74846e-62,2.79846e+16,3.8995e+16,3.41885e+11,6.698e+16,3.94285e+17,6.21319e+09
1.66223e+07,452544,5.96301e+06,9.06544e+27,3.40013e+24,1.67733e+13,2.24729,4.05556e+30,0.03468,0.000329837,1.6288e-11,1.62588e-62,2.64618e+16,3.7055e+16,3.18825e+11,6.35172e+16,5.18263e+17,5.90376e+09
2.04282e+07,430080,5.80731e+06,1.633e+28,5.61456e+24,2.06586e+13,2.37902,3.11586e+30,0.03468,0.000281984,9.14299e-12,4.58426e-63,2.4309e+16,3.42961e+16,2.86807e+11,5.86054e+16,6.35983e+17,5.46083e+09
2.51425e+07,397963,5.57797e+06,2.90955e+28,8.81105e+24,2.55096e+13,2.59447,2.08562e+30,0.03468,0.000222087,3.79452e-12,6.66674e-64,2.13594e+16,3.04817e+16,2.44115e+11,5.18414e+16,7.0209e+17,4.84251e+09
3.10144e+07,353209,5.2435e+06,5.09797e+28,1.28741e+25,3.16251e+13,2.96329,1.12625e+30,0.03468,0.000153919,9.83861e-13,3.45681e-65,1.7508e+16,2.54316e+16,1.90623e+11,4.29398e+16,6.57145e+17,4.01241e+09
3.83934e+07,293275,4.76286e+06,8.70633e+28,1.71111e+25,3.94507e+13,3.64236,4.31992e+29,0.03468,8.70005e-05,1.20581e-13,3.46739e-67,1.28423e+16,1.91807e+16,1.29766e+11,3.20231e+16,4.72629e+17,2.96489e+09
4.78025e+07,217892,4.08712e+06,1.42904e+29,2.03355e+25,4.97077e+13,5.05398,9.39525e+28,0.03468,3.505e-05,4.26472e-15,2.28105e-70,7.82686e+15,1.22287e+16,7.03656e+10,2.00556e+16,2.193e+17,1.77162e+09
6.01113e+07,132321,3.16674e+06,2.20348e+29,2.1793e+25,6.37006e+13,8.70608,7.36809e+27,0.03468,7.67103e-06,1.6153e-17,0,3.40852e+15,5.75389e+15,2.53594e+10,9.16243e+15,4.60897e+16,7.51281e+08
7.50665e+07,58636.6,2.09793e+06,2.9868e+29,2.20485e+25,8.17465e+13,20.81,1.2057e+26,0.03468,6.54805e-07,1.97819e-21,0,8.77942e+14,1.6892e+15,4.88492e+09,2.56715e+15,2.71883e+15,1.9905e+08
9.17692e+07,16430.8,1.03618e+06,3.45155e+29,2.20593e+25,1.01374e+14,100.87,1.11628e+23,0.03468,1.09188e-08,4.43871e-28,0,1.05345e+14,2.33783e+14,2.9069e+08,3.39129e+14,1.89861e+13,5.17356e+07
1.03536e+08,4219.77,399894,3.56275e+29,2.20594e+25,1.19414e+14,1090.74,1.07443e+19,0.03468,6.22077e-11,6.73643e-37,0,1.09312e+13,2.31715e+13,6.44865e+06,3.41027e+13,3.53611e+10,1.21577e+07
1.08008e+08,1238.16,202435,3.57807e+29,2.20594e+25,1.39057e+14,5009.18,1.27056e+16,0.03468,1.19866e-12,2.58413e-43,0,1.41626e+12,3.44177e+12,423483,4.85803e+12,2.17567e+08,3.43326e+06
1.10394e+08,344.403,98972,3.58056e+29,2.20594e+25,1.52591e+14,25031.1,1.06948e+13,0.03468,1.90499e-14,4.70113e-50,0,1.67866e+11,4.68058e+11,24195.8,6.35924e+11,1.00475e+06,0.158822
